Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
1999-1-9-0-1,1999,9,0,1,7.47,2.42,1.03,-6.96,3.22,-6.26,477.3,3.87,89676,1.76,2.99,-1,-11,13,16,-11
1999-1-9-0-2,1999,9,0,2,7.32,2.19,0.22,-6.89,2.43,-6.45,477.3,3.87,89676,1.76,3.08,-1,-11,14,14,-11
1999-1-9-0-3,1999,9,0,3,7.34,1.82,0.35,-6.99,2.58,-6.5,473.3,3.77,80959,1.69,3.08,-1,-11,15,14,-11
1999-1-9-0-4,1999,9,0,4,7.39,2.23,1.1,-6.89,3.26,-6.17,464.0,3.55,60796,1.53,2.86,-1,-11,16,15,-11
1999-1-9-0-5,1999,9,0,5,7.4,1.67,1.36,-7.04,3.55,-6.23,469.3,3.71,73031,1.63,2.92,-1,-10,14,18,-10
1999-1-9-0-6,1999,9,0,6,7.44,1.84,1.22,-7.05,3.42,-6.28,480.2,4.04,98257,1.86,3.02,-1,-10,12,20,-10
1999-1-9-0-7,1999,9,0,7,7.47,2.05,1.14,-7.06,3.35,-6.32,480.2,3.99,95547,1.84,3.03,-1,-10,10,20,-10
1999-1-9-0-8,1999,9,0,8,7.43,2.13,1.4,-6.94,3.55,-6.12,480.0,3.73,81487,1.72,2.94,0,-10,10,20,-10
1999-1-9-0-9,1999,9,0,9,7.41,2.16,1.02,-6.98,3.21,-6.28,480.0,3.73,81487,1.72,3.01,-1,-10,10,19,-10
1999-1-9-0-10,1999,9,0,10,7.35,2.13,0.07,-6.86,2.27,-6.48,480.2,3.82,88131,1.76,3.11,-1,-10,11,19,-10
1999-1-9-0-11,1999,9,0,11,7.25,1.91,-0.18,-6.86,2.03,-6.56,475.6,3.85,88663,1.74,3.12,-1,-10,12,19,-10
1999-1-9-0-12,1999,9,0,12,7.2,1.47,0.08,-6.85,2.27,-6.46,478.1,3.87,87283,1.77,3.09,-1,-10,12,17,-10
1999-1-9-0-13,1999,9,0,13,7.2,1.75,-0.33,-6.79,1.86,-6.54,478.6,3.61,80316,1.65,3.13,0,-10,12,18,-10
1999-1-9-0-14,1999,9,0,14,7.28,2.06,0.03,-6.87,2.23,-6.5,480.1,4.05,89172,1.87,3.12,-1,-10,12,17,-10
1999-1-9-0-15,1999,9,0,15,7.34,2.26,0.6,-6.7,2.71,-6.16,478.3,4.41,94395,2.02,2.95,-1,-10,12,16,-10
1999-1-9-0-16,1999,9,0,16,7.31,2.25,-0.16,-6.65,1.97,-6.35,481.4,3.77,87929,1.75,3.06,-1,-10,11,15,-10
1999-1-9-0-17,1999,9,0,17,7.33,2.2,0.26,-6.84,2.43,-6.4,483.2,3.71,88852,1.73,3.09,-1,-10,11,15,-10
1999-1-9-0-18,1999,9,0,18,7.27,1.92,0.17,-6.92,2.37,-6.5,484.9,3.65,89676,1.72,3.15,-1,-10,12,12,-10
1999-1-9-0-20,1999,9,0,20,7.26,1.85,-0.07,-6.87,2.12,-6.53,487.9,3.68,90143,1.75,3.19,-1,-10,10,13,-10
1999-1-9-0-21,1999,9,0,21,7.18,1.61,-0.09,-6.88,2.1,-6.55,487.3,3.71,90143,1.76,3.19,-1,-10,10,14,-10
1999-1-9-0-22,1999,9,0,22,7.11,1.26,-0.24,-6.89,1.96,-6.61,484.7,3.83,90143,1.8,3.2,-1,-10,9,15,-10
1999-1-9-0-23,1999,9,0,23,7.14,0.78,-0.23,-6.98,2.0,-6.69,484.7,3.83,90143,1.8,3.24,-1,-10,9,14,-10
1999-1-9-0-36,1999,9,0,36,7.38,1.34,1.03,-7.13,3.22,-6.45,487.5,4.02,91079,1.91,3.14,0,-11,10,12,-11
1999-1-9-0-37,1999,9,0,37,7.32,1.69,1.29,-6.97,3.41,-6.21,487.5,4.02,91079,1.91,3.03,-1,-11,9,12,-11
1999-1-9-0-49,1999,9,0,49,6.9,1.22,-0.35,-6.77,1.77,-6.55,482.2,3.03,85078,1.41,3.16,-1,-13,7,13,-13
1999-1-9-0-50,1999,9,0,50,6.88,1.49,-0.67,-6.66,1.42,-6.54,482.2,3.03,85078,1.41,3.15,0,-13,7,12,-13
1999-1-9-0-51,1999,9,0,51,6.86,1.79,-1.41,-6.4,0.64,-6.52,482.2,3.03,85078,1.41,3.14,-1,-14,7,13,-14
1999-1-9-0-53,1999,9,0,53,6.88,0.98,-2.29,-6.3,-0.24,-6.7,488.8,3.27,88284,1.56,3.27,-1,-14,8,13,-14
1999-1-9-0-54,1999,9,0,54,6.73,0.12,-1.4,-6.46,0.66,-6.58,488.8,3.27,88284,1.56,3.22,-1,-14,8,13,-14
1999-1-9-0-55,1999,9,0,55,6.73,-0.19,-1.35,-6.38,0.68,-6.49,513.3,1.75,55544,0.92,3.33,-1,-14,7,12,-14
1999-1-9-0-56,1999,9,0,56,6.62,-1.49,-1.58,-5.77,0.27,-5.98,513.3,1.75,55544,0.92,3.07,-1,-14,7,12,-14
1999-1-9-0-57,1999,9,0,57,6.62,-1.46,-1.51,-5.79,0.34,-5.97,513.3,1.75,55544,0.92,3.06,-1,-15,8,13,-15
1999-1-9-0-59,1999,9,0,59,6.6,-0.77,-0.19,-6.36,1.77,-6.11,498.8,3.5,161085,1.74,3.05,-1,-15,8,13,-15
1999-1-9-1-0,1999,9,1,0,6.55,-0.75,0.19,-6.32,2.11,-5.96,513.7,3.58,136048,1.89,3.06,0,-15,8,14,-15
1999-1-9-1-1,1999,9,1,1,6.63,-1.05,0.62,-6.23,2.49,-5.74,526.6,3.65,114348,2.02,3.02,0,-16,7,14,-16
1999-1-9-1-4,1999,9,1,4,6.57,0.24,-1.45,-6.24,0.52,-6.39,521.4,3.05,97770,1.66,3.33,0,-16,8,15,-16
1999-1-9-1-5,1999,9,1,5,6.5,-0.14,-1.21,-6.08,0.69,-6.16,521.4,3.05,97770,1.66,3.21,0,-16,8,15,-16
1999-1-9-1-6,1999,9,1,6,6.02,-0.51,-0.85,-5.59,0.89,-5.58,521.4,3.05,97770,1.66,2.91,0,-16,8,16,-16
1999-1-9-1-8,1999,9,1,8,6.17,-0.31,-1.62,-5.87,0.23,-6.09,499.0,3.41,94395,1.7,3.04,0,-17,9,16,-17
1999-1-9-1-9,1999,9,1,9,6.3,-1.23,-1.27,-5.85,0.56,-5.96,499.0,3.41,94395,1.7,2.97,0,-17,9,15,-17
