Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2012-9-10-0-7,2012,254,0,7,4.56,-1.12,2.08,2.02,2.5,1.47,371.8,3.15,45753,0.87,-0.55,-3,-15,35,5,-15
2012-9-10-0-8,2012,254,0,8,4.65,-0.92,3.01,2.36,3.48,1.58,366.7,3.91,51701,1.05,-0.58,-3,-15,35,5,-15
2012-9-10-0-9,2012,254,0,9,4.69,-0.98,3.03,2.32,3.49,1.53,363.5,4.56,55501,1.21,-0.56,-3,-15,35,5,-15
2012-9-10-0-10,2012,254,0,10,4.67,-1.39,2.99,2.03,3.39,1.26,358.5,4.18,54323,1.07,-0.45,-3,-15,36,4,-15
2012-9-10-0-11,2012,254,0,11,4.75,-0.96,3.41,2.04,3.8,1.17,354.2,3.88,54693,0.97,-0.41,-3,-15,36,4,-15
2012-9-10-0-12,2012,254,0,12,4.74,-0.97,2.83,2.4,3.32,1.66,367.5,4.78,51940,1.29,-0.61,-3,-16,37,3,-16
2012-9-10-0-13,2012,254,0,13,4.77,-1.32,3.15,1.73,3.47,0.93,364.0,4.53,54822,1.2,-0.34,-3,-16,38,3,-16
2012-9-10-0-14,2012,254,0,14,4.98,-0.67,3.7,2.38,4.16,1.43,365.7,4.83,53737,1.29,-0.52,-3,-16,38,3,-16
2012-9-10-0-15,2012,254,0,15,4.62,-0.66,2.18,3.03,2.84,2.42,367.1,4.91,52404,1.32,-0.89,-3,-16,40,2,-16
2012-9-10-0-16,2012,254,0,16,4.68,-1.07,2.11,3.01,2.77,2.42,361.8,4.53,45899,1.19,-0.88,-3,-16,40,2,-16
2012-9-10-0-17,2012,254,0,17,4.65,-0.94,1.65,3.48,2.44,2.98,367.0,3.96,51270,1.07,-1.09,-3,-16,40,2,-16
