Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2004-1-18-0-0,2004,18,0,0,6.15,5.15,2.6,2.08,1.63,2.91,547.9,2.64,164462,1.59,-1.69,2,-3,8,24,-3
2004-1-18-0-5,2004,18,0,5,6.16,4.71,3.23,2.19,2.18,3.23,553.3,2.74,147965,1.68,-1.88,3,-2,9,26,-2
2004-1-18-0-10,2004,18,0,10,5.99,4.79,1.65,2.23,0.7,2.69,556.5,2.75,171296,1.7,-1.64,3,-3,9,26,-3
2004-1-18-0-15,2004,18,0,15,5.67,4.88,-0.77,2.39,-1.6,1.93,549.1,3.0,226880,1.8,-1.06,4,-2,8,26,-2
2004-1-18-0-20,2004,18,0,20,5.55,4.54,-1.21,2.58,-2.08,1.95,545.8,3.27,217694,1.94,-1.06,3,-1,9,26,-1
2004-1-18-0-25,2004,18,0,25,5.22,3.35,-3.15,0.13,-2.98,-1.04,544.0,3.39,210129,2.0,0.01,4,0,11,29,0
2004-1-18-0-30,2004,18,0,30,5.36,0.68,-4.19,-3.02,-2.79,-4.35,561.1,3.79,171419,2.38,2.4,4,2,13,30,2
2004-1-18-0-35,2004,18,0,35,5.69,-0.12,-4.33,-3.6,-2.71,-4.93,571.4,3.88,127637,2.53,2.76,5,4,13,33,4
2004-1-18-0-40,2004,18,0,40,5.66,-0.5,-3.77,-4.15,-2.0,-5.24,573.6,4.08,139710,2.69,3.04,5,5,9,35,5
2004-1-18-0-45,2004,18,0,45,5.45,-1.04,-4.91,0.39,-4.71,-1.42,582.4,4.23,146732,2.87,0.97,5,5,7,33,5
2004-1-18-0-50,2004,18,0,50,5.62,-0.46,-4.04,-3.39,-2.54,-4.63,575.3,3.93,148198,2.6,2.92,4,4,8,30,4
2004-1-18-0-55,2004,18,0,55,5.82,0.77,-2.02,0.8,-2.17,0.02,570.1,4.33,142912,2.81,0.03,3,5,9,27,5
2004-1-18-1-0,2004,18,1,0,5.96,2.23,-5.02,1.74,-5.31,-0.17,559.0,4.42,155235,2.76,0.1,3,4,10,25,4
2004-1-18-1-5,2004,18,1,5,5.75,2.03,-5.17,0.65,-5.07,-1.24,557.9,4.19,160364,2.61,0.7,3,4,13,24,4
2004-1-18-1-15,2004,18,1,15,5.64,1.11,-5.02,0.98,-5.04,-0.85,564.8,4.21,144106,2.69,0.48,2,4,13,24,4
2004-1-18-1-20,2004,18,1,20,5.6,2.94,-3.37,1.73,-3.76,0.44,547.4,4.09,155994,2.46,-0.21,2,4,11,25,4
2004-1-18-1-25,2004,18,1,25,5.49,4.24,-3.19,-1.12,-2.6,-2.16,537.2,3.21,196848,1.85,1.12,2,4,9,25,4
2004-1-18-1-30,2004,18,1,30,5.16,4.5,-2.36,-0.09,-2.19,-0.9,529.2,3.26,200837,1.83,0.47,2,4,9,26,4
2004-1-18-1-35,2004,18,1,35,5.29,4.63,-1.55,-0.92,-1.14,-1.39,523.6,3.56,207587,1.95,0.72,2,4,10,26,4
2004-1-18-1-40,2004,18,1,40,5.32,3.48,-1.6,0.58,-1.71,-0.0,540.1,3.51,194957,2.05,-0.01,2,5,11,28,5
2004-1-18-1-45,2004,18,1,45,5.47,-0.56,-2.94,1.11,-3.14,0.05,562.5,4.07,164664,2.58,-0.04,2,6,11,27,6
