Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2003-5-26-0-0,2003,146,0,0,6.31,-2.26,-4.2,-3.49,-2.69,-4.76,536.4,3.26,138608,1.87,2.55,-6,-16,26,41,-16
2003-5-26-0-5,2003,146,0,5,6.13,-2.43,-4.45,-3.34,-2.98,-4.7,544.8,3.33,152653,1.98,2.52,-8,-17,27,45,-17
2003-5-26-0-10,2003,146,0,10,6.02,-2.05,-4.13,-3.84,-2.51,-5.04,536.4,3.34,128527,1.92,2.71,-8,-18,24,46,-18
2003-5-26-0-15,2003,146,0,15,5.75,-2.71,-3.63,-3.46,-2.19,-4.51,539.1,3.63,149781,2.11,2.43,-8,-16,22,43,-16
2003-5-26-0-20,2003,146,0,20,5.4,-1.89,-4.34,-2.49,-3.2,-3.85,528.1,3.71,185866,2.07,2.04,-7,-13,23,34,-13
2003-5-26-0-25,2003,146,0,25,5.57,-1.66,-4.57,-2.66,-3.36,-4.08,525.3,3.74,173344,2.07,2.14,-7,-10,25,34,-10
2003-5-26-0-30,2003,146,0,30,6.06,-1.22,-4.12,-2.72,-2.93,-3.98,524.2,3.91,141724,2.15,2.56,-7,-11,26,32,-11
2003-5-26-0-35,2003,146,0,35,6.28,-1.21,-4.92,2.31,-5.41,0.48,520.3,3.38,155692,1.83,-0.18,-8,-11,27,28,-11
2003-5-26-0-40,2003,146,0,40,6.25,-2.46,-2.75,4.73,-4.2,3.51,525.2,3.35,150976,1.85,-1.84,-9,-15,31,26,-15
2003-5-26-0-45,2003,146,0,45,5.75,-1.02,-2.48,3.98,-3.69,2.9,518.0,3.29,150687,1.77,-1.63,-10,-18,34,27,-18
2003-5-26-0-50,2003,146,0,50,5.04,0.74,-4.01,1.44,-4.25,0.01,497.1,3.65,191000,1.8,-0.23,-11,-21,37,30,-21
2003-5-26-0-55,2003,146,0,55,5.91,1.94,-0.78,4.75,-2.32,4.22,500.6,3.5,162437,1.76,-2.11,-11,-22,38,32,-22
2003-5-26-1-0,2003,146,1,0,5.92,2.19,-2.73,-4.24,-1.17,-4.91,493.5,3.69,198403,1.8,2.42,-10,-21,38,31,-21
2003-5-26-1-5,2003,146,1,5,5.73,2.94,-3.97,-2.34,-2.97,-3.52,478.3,4.05,199045,1.85,1.46,-10,-21,37,27,-21
2003-5-26-1-15,2003,146,1,15,6.48,2.13,-5.31,-2.86,-4.1,-4.43,487.9,3.79,141730,1.8,2.2,-8,-18,31,23,-18
2003-5-26-1-20,2003,146,1,20,7.11,1.72,-5.65,-3.84,-4.11,-5.45,484.5,3.98,116706,1.87,2.64,-7,-18,30,22,-18
2003-5-26-1-25,2003,146,1,25,7.21,1.36,-5.53,-4.42,-3.83,-5.95,485.8,4.0,117661,1.89,2.89,-7,-17,29,22,-17
2003-5-26-1-30,2003,146,1,30,7.22,2.15,-5.06,-4.63,-3.33,-6.0,473.7,3.57,98257,1.6,2.83,-7,-17,28,22,-17
2003-5-26-1-35,2003,146,1,35,7.2,2.23,-5.07,-4.53,-3.39,-5.9,477.3,4.17,120490,1.9,2.83,-6,-17,27,23,-17
2003-5-26-1-40,2003,146,1,40,7.18,2.99,-4.11,-4.83,-2.4,-5.87,471.4,4.16,126191,1.85,2.82,-6,-17,25,24,-17
2003-5-26-1-45,2003,146,1,45,7.38,4.48,-2.72,-5.08,-1.02,-5.67,454.7,3.48,90878,1.44,2.58,-6,-18,23,26,-18
