Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2004-11-4-0-0,2004,309,0,0,9.6,4.68,-5.42,6.38,-4.49,7.06,401.7,21.52,36925,6.94,-2.84,1,0,7,11,0
2004-11-4-0-5,2004,309,0,5,9.19,5.05,-2.76,6.12,-1.88,6.44,403.3,23.05,47945,7.5,-2.6,1,0,8,10,0
2004-11-4-0-10,2004,309,0,10,9.66,6.18,5.27,4.64,5.87,3.85,402.8,19.92,53843,6.47,-1.55,1,-1,7,10,-1
2004-11-4-0-15,2004,309,0,15,9.42,5.77,-0.12,7.07,0.88,7.02,405.3,21.19,55161,6.97,-2.85,1,1,8,10,1
2004-11-4-0-20,2004,309,0,20,9.24,4.88,-3.04,6.55,-2.07,6.92,407.8,24.79,50501,8.27,-2.69,1,3,8,10,3
2004-11-4-0-25,2004,309,0,25,9.67,4.76,-5.98,5.83,-5.07,6.63,405.7,23.78,42091,7.83,-2.7,1,2,8,11,2
2004-11-4-0-30,2004,309,0,30,9.86,4.38,-6.69,5.63,-5.79,6.55,408.3,24.6,44258,8.2,-2.68,1,2,9,12,2
2004-11-4-0-35,2004,309,0,35,9.71,6.45,-2.23,6.72,-1.21,6.98,403.8,23.38,47858,7.62,-2.83,0,2,9,12,2
2004-11-4-0-40,2004,309,0,40,8.92,5.22,-3.56,5.82,-2.64,6.29,403.5,23.95,51970,7.81,-2.54,0,3,8,13,3
2004-11-4-0-45,2004,309,0,45,8.28,5.51,2.36,5.53,3.18,5.1,402.2,21.16,66049,6.84,-2.05,0,4,8,13,4
2004-11-4-0-50,2004,309,0,50,9.18,5.62,-0.42,6.34,0.57,6.33,400.6,22.91,49501,7.35,-2.53,0,3,9,14,3
2004-11-4-0-55,2004,309,0,55,9.05,5.56,-4.94,4.62,-4.15,5.34,402.1,22.84,47259,7.39,-2.09,0,3,9,14,3
2004-11-4-1-0,2004,309,1,0,9.8,4.97,-0.83,7.98,0.45,8.01,404.8,22.08,41880,7.23,-3.24,0,2,10,15,2
2004-11-4-1-5,2004,309,1,5,8.04,3.48,1.05,6.33,2.07,6.08,407.6,20.63,51993,6.86,-2.48,0,-1,11,17,-1
2004-11-4-1-10,2004,309,1,10,7.99,3.61,-1.19,6.09,-0.18,6.2,412.6,22.34,58448,7.62,-2.51,0,2,9,19,2
2004-11-4-1-15,2004,309,1,15,5.23,3.78,1.28,0.46,1.34,0.24,411.1,19.08,88567,6.44,-0.1,0,3,10,19,3
2004-11-4-1-20,2004,309,1,20,4.15,3.82,0.82,-1.14,0.62,-1.26,410.6,18.05,102721,6.09,0.67,0,1,11,19,1
2004-11-4-1-25,2004,309,1,25,3.52,2.07,2.07,-1.47,1.79,-1.8,411.7,17.4,104891,5.9,0.7,0,1,10,18,1
2004-11-4-1-30,2004,309,1,30,4.22,4.0,0.43,0.08,0.44,0.01,408.6,17.98,106002,6.0,-0.0,0,1,10,18,1
2004-11-4-1-35,2004,309,1,35,4.8,3.43,-1.68,2.79,-1.16,3.04,408.0,17.36,108036,5.78,-1.19,0,1,10,21,1
2004-11-4-1-40,2004,309,1,40,4.17,2.56,-1.91,2.6,-1.41,2.9,409.2,15.67,103980,5.25,-1.21,-1,1,10,22,1
2004-11-4-1-45,2004,309,1,45,6.72,3.56,-4.52,3.42,-3.81,4.19,415.9,12.98,107571,4.49,-1.71,-1,-1,9,22,-1
2004-11-4-1-50,2004,309,1,50,7.13,3.95,-4.47,3.83,-3.68,4.6,420.6,12.84,107535,4.54,-1.93,-1,-4,10,22,-4
2004-11-4-1-55,2004,309,1,55,6.15,1.9,-3.69,1.43,-3.35,2.1,415.4,14.64,112188,5.05,-0.52,-1,-4,9,23,-4
2004-11-4-2-0,2004,309,2,0,5.5,1.93,-4.66,1.47,-4.29,2.34,417.2,12.71,134453,4.42,-0.99,-1,-3,10,22,-3
2004-11-4-2-5,2004,309,2,5,6.18,0.14,-6.04,-0.53,-6.02,0.67,418.9,10.55,147743,3.7,-0.28,-1,-4,10,22,-4
2004-11-4-2-10,2004,309,2,10,7.42,1.53,-7.03,1.07,-6.68,2.45,419.9,9.37,137743,3.31,-1.03,-2,-6,9,24,-6
2004-11-4-2-15,2004,309,2,15,7.73,1.31,-7.45,1.23,-7.05,2.71,418.1,9.34,128589,3.27,-1.13,-2,-8,9,24,-8
2004-11-4-2-20,2004,309,2,20,7.01,0.55,-6.8,-0.56,-6.77,0.85,419.2,9.56,136064,3.36,-0.35,-2,-6,8,24,-6
2004-11-4-2-25,2004,309,2,25,6.37,0.74,-5.89,-1.49,-6.08,-0.23,427.8,9.05,163615,3.31,0.1,-2,-5,8,24,-5
2004-11-4-2-30,2004,309,2,30,6.94,0.46,-6.58,-1.74,-6.8,-0.3,429.1,8.48,160344,3.12,0.13,-2,-4,9,24,-4
2004-11-4-2-35,2004,309,2,35,7.03,1.01,-6.71,-1.11,-6.79,0.36,431.5,8.51,152972,3.17,-0.15,-2,-4,8,23,-4
2004-11-4-2-40,2004,309,2,40,6.97,1.15,-6.07,-1.85,-6.33,-0.47,433.4,8.37,157612,3.14,-0.14,-2,-4,9,25,-4
2004-11-4-2-45,2004,309,2,45,6.6,-0.54,-4.19,-4.29,-5.04,-3.24,428.0,8.44,161776,3.09,1.38,-2,-4,10,24,-4
2004-11-4-2-50,2004,309,2,50,6.32,0.02,-3.02,-5.31,-4.15,-4.48,431.1,8.89,159513,3.3,1.93,-2,-3,10,24,-3
2004-11-4-2-55,2004,309,2,55,6.82,-0.09,-1.95,-6.34,-3.37,-5.71,429.9,8.85,156238,3.27,2.45,-2,-4,10,25,-4
2004-11-4-3-0,2004,309,3,0,7.41,-0.83,-0.83,-7.06,-2.47,-6.67,430.6,7.95,147843,2.95,2.87,-2,-4,12,24,-4
2004-11-4-3-5,2004,309,3,5,7.16,-0.09,0.63,-7.01,-1.07,-6.95,431.9,8.05,160963,3.01,3.17,-2,-5,13,24,-5
2004-11-4-3-10,2004,309,3,10,7.55,-0.33,0.71,-7.47,-1.13,-7.42,430.0,7.97,149576,2.95,3.17,-2,-5,13,23,-5
2004-11-4-3-15,2004,309,3,15,8.17,-1.64,2.06,-7.49,0.15,-7.76,431.5,7.96,145921,2.96,3.35,-2,-5,13,23,-5
2004-11-4-3-20,2004,309,3,20,7.45,-2.27,3.92,-5.29,2.47,-6.11,431.6,8.09,145219,3.01,2.64,-2,-5,13,22,-5
2004-11-4-3-25,2004,309,3,25,5.04,1.75,-3.97,1.81,-3.38,2.76,435.1,10.26,155542,3.89,-1.2,-2,-7,10,23,-7
2004-11-4-3-30,2004,309,3,30,4.88,1.03,-4.48,-0.14,-4.36,1.03,437.2,10.48,161126,4.01,-0.45,-2,-8,8,23,-8
2004-11-4-3-35,2004,309,3,35,5.56,0.69,-4.83,1.42,-4.28,2.64,439.5,10.79,146907,4.17,-1.16,-2,-8,10,24,-8
2004-11-4-3-40,2004,309,3,40,6.31,1.93,-5.92,-0.77,-5.91,0.84,438.1,11.02,129413,4.23,-0.37,-2,-8,13,25,-8
2004-11-4-3-45,2004,309,3,45,6.37,2.35,-5.83,-0.84,-5.84,0.77,440.2,10.37,142850,4.02,-0.34,-2,-8,14,24,-8
2004-11-4-3-50,2004,309,3,50,6.56,0.81,-5.65,-2.34,-6.07,-0.7,439.9,10.3,135764,3.99,0.33,-2,-8,13,24,-8
2004-11-4-3-55,2004,309,3,55,7.1,-1.71,-4.75,-4.49,-5.82,-2.99,441.7,9.4,116118,3.67,1.32,-1,-8,14,27,-8
2004-11-4-4-0,2004,309,4,0,6.16,-2.34,-4.98,-2.39,-5.45,-0.89,438.6,9.21,130462,3.54,0.39,-1,-8,11,26,-8
2004-11-4-4-5,2004,309,4,5,6.77,-2.89,-5.77,-2.03,-6.1,-0.29,435.8,8.93,128182,3.39,0.12,-1,-6,11,26,-6
2004-11-4-4-10,2004,309,4,10,6.99,-2.93,-6.16,-0.95,-6.17,0.88,436.5,9.42,127827,3.59,-0.39,-1,-6,11,27,-6
2004-11-4-4-15,2004,309,4,15,6.24,-1.86,-5.16,-1.64,-5.42,-0.05,442.4,11.11,127548,4.35,0.02,-1,-5,12,27,-5
2004-11-4-4-20,2004,309,4,20,7.04,-1.31,-3.41,-3.77,-4.39,-2.57,445.8,11.62,119174,4.62,1.16,-1,-3,11,27,-3
2004-11-4-4-25,2004,309,4,25,7.49,-0.64,-2.34,-6.9,-4.32,-5.86,453.2,11.94,107045,4.91,2.65,-1,-3,12,27,-3
2004-11-4-4-30,2004,309,4,30,7.29,-0.69,-4.71,-5.3,-6.11,-3.6,453.9,11.63,106189,4.79,1.63,-1,-3,10,26,-3
2004-11-4-4-35,2004,309,4,35,7.73,-0.3,-5.43,-4.78,-6.64,-2.86,451.0,10.9,103940,4.44,1.19,-2,-3,10,25,-3
2004-11-4-4-40,2004,309,4,40,7.48,2.25,-5.12,-4.3,-6.21,-2.46,453.0,10.39,102866,4.26,1.06,-2,-3,10,25,-3
2004-11-4-4-45,2004,309,4,45,7.4,-0.71,-5.37,-4.98,-6.68,-3.01,442.9,9.09,104691,3.57,1.25,-3,-2,11,24,-2
2004-11-4-4-50,2004,309,4,50,7.33,-1.05,-5.64,-4.43,-6.78,-2.37,446.7,10.63,104175,4.24,1.12,-3,-2,12,23,-2
2004-11-4-4-55,2004,309,4,55,6.6,1.74,-3.86,-4.18,-5.01,-2.68,442.4,10.32,109154,4.03,1.19,-3,-2,13,24,-2
2004-11-4-5-0,2004,309,5,0,6.44,1.9,-4.14,-2.22,-4.64,-0.72,441.2,11.69,110421,4.55,-0.12,-3,-3,15,25,-3
2004-11-4-5-5,2004,309,5,5,7.11,-0.92,-0.68,-6.43,-2.8,-5.83,457.1,9.41,108842,3.93,2.67,-3,-3,15,25,-3
2004-11-4-5-10,2004,309,5,10,6.7,-0.6,-2.79,-4.72,-4.23,-3.5,457.1,9.83,107467,4.11,1.59,-3,-6,14,27,-6
2004-11-4-5-20,2004,309,5,20,6.75,-1.19,-2.96,-5.93,-4.84,-4.53,460.1,9.35,110731,3.96,2.06,-2,-6,12,28,-6
2004-11-4-5-35,2004,309,5,35,6.68,-1.41,-3.35,-5.57,-5.13,-4.0,462.1,9.17,106492,3.92,1.86,-2,-6,12,28,-6
2004-11-4-5-40,2004,309,5,40,6.71,-0.04,-4.42,-4.16,-5.63,-2.27,457.5,10.24,100636,4.29,1.04,-2,-7,13,28,-7
2004-11-4-5-45,2004,309,5,45,6.3,3.5,-3.57,0.88,-3.0,2.13,443.1,11.0,106652,4.32,-0.94,-3,-6,14,29,-6
2004-11-4-5-50,2004,309,5,50,6.0,1.42,-4.99,-1.77,-5.29,0.21,450.3,10.3,99637,4.17,-0.09,-3,-7,13,32,-7
2004-11-4-5-55,2004,309,5,55,6.02,2.87,-4.66,-0.81,-4.62,0.99,447.1,10.44,107585,4.18,-0.45,-3,-7,12,32,-7
2004-11-4-6-0,2004,309,6,0,5.78,3.77,-1.85,-3.85,-3.17,-2.87,444.8,10.01,128205,3.96,1.36,-2,-7,9,33,-7
2004-11-4-6-5,2004,309,6,5,5.85,2.6,-2.0,-4.04,-3.38,-2.97,450.8,9.47,109801,3.85,1.23,-2,-8,9,32,-8
2004-11-4-6-10,2004,309,6,10,5.7,2.33,-4.53,-0.14,-4.23,1.62,449.6,11.27,104244,4.56,-0.73,-2,-8,9,31,-8
2004-11-4-6-15,2004,309,6,15,5.88,0.55,-0.82,-5.55,-2.91,-4.8,458.2,8.34,112650,3.5,2.43,-2,-8,11,31,-8
2004-11-4-6-20,2004,309,6,20,5.78,0.12,-0.1,-5.58,-2.27,-5.1,460.6,9.43,115684,4.0,2.29,-2,-8,11,30,-8
