Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2015-3-11-0-0,2015,70,0,0,6.06,-4.88,2.82,1.72,1.45,2.97,362.4,4.68,44991,1.23,-1.08,5,4,17,11,4
2015-3-11-0-1,2015,70,0,1,6.06,-4.4,2.71,2.81,0.77,3.83,362.0,4.76,47554,1.25,-1.39,5,3,19,15,3
2015-3-11-0-2,2015,70,0,2,6.02,-4.2,2.48,3.01,0.47,3.87,363.6,4.48,44034,1.18,-1.41,4,4,18,15,4
2015-3-11-0-3,2015,70,0,3,6.05,-4.34,3.6,1.55,2.2,3.24,360.8,4.55,42239,1.18,-1.17,4,4,18,15,4
2015-3-11-0-5,2015,70,0,5,6.02,-3.89,4.44,0.89,3.27,3.14,366.8,3.4,50165,0.91,-1.15,4,3,18,16,3
2015-3-11-0-6,2015,70,0,6,5.93,-3.22,4.49,1.71,2.87,3.85,375.2,4.16,44973,1.17,-1.44,4,3,16,15,3
2015-3-11-0-7,2015,70,0,7,6.02,-1.86,4.23,3.82,1.52,5.49,372.5,3.82,40131,1.06,-2.05,4,3,16,14,3
2015-3-11-0-9,2015,70,0,9,6.16,-2.83,4.19,3.39,1.72,5.11,375.7,4.41,34234,1.24,-1.92,4,3,15,13,3
2015-3-11-0-10,2015,70,0,10,6.25,-3.7,4.11,2.82,1.96,4.58,375.7,4.41,34234,1.24,-1.72,4,3,15,12,3
2015-3-11-0-12,2015,70,0,12,6.19,-3.81,4.21,2.45,2.24,4.32,365.9,4.49,33610,1.2,-1.58,4,3,14,13,3
2015-3-11-0-13,2015,70,0,13,6.13,-3.89,4.03,2.46,2.09,4.24,365.9,4.49,33610,1.2,-1.55,4,3,13,13,3
2015-3-11-0-15,2015,70,0,15,5.88,-4.45,3.81,0.27,3.07,2.27,365.6,4.0,53919,1.07,-0.83,4,3,12,12,3
2015-3-11-0-16,2015,70,0,16,5.89,-4.29,3.92,-0.54,3.6,1.64,365.6,4.0,53919,1.07,-0.6,4,3,13,12,3
2015-3-11-0-20,2015,70,0,20,6.25,-3.85,2.82,3.94,0.28,4.84,364.8,5.21,37090,1.39,-1.77,4,4,12,12,4
2015-3-11-0-21,2015,70,0,21,6.31,-3.74,2.55,4.39,-0.19,5.07,364.8,5.21,37090,1.39,-1.85,5,4,13,13,4
2015-3-11-0-22,2015,70,0,22,6.2,-3.93,2.28,4.2,-0.31,4.77,364.2,4.54,35987,1.2,-1.74,4,4,13,12,4
2015-3-11-0-23,2015,70,0,23,6.18,-3.96,2.26,4.08,-0.27,4.66,364.8,4.74,34506,1.26,-1.7,5,4,12,12,4
2015-3-11-0-24,2015,70,0,24,6.23,-4.19,2.96,3.5,0.64,4.54,364.7,4.43,38281,1.18,-1.66,4,3,12,12,3
2015-3-11-0-25,2015,70,0,25,6.12,-4.05,3.6,2.01,1.97,3.62,365.9,4.8,41259,1.29,-1.32,5,3,12,13,3
2015-3-11-0-26,2015,70,0,26,6.35,-3.66,4.15,3.09,1.86,4.83,369.9,4.65,36878,1.27,-1.79,5,3,12,13,3
2015-3-11-0-27,2015,70,0,27,6.35,-3.67,4.11,3.12,1.82,4.83,367.3,4.47,35382,1.21,-1.77,4,3,13,12,3
2015-3-11-0-28,2015,70,0,28,6.33,-3.43,4.07,3.4,1.63,5.05,368.4,4.41,36275,1.2,-1.86,4,3,13,12,3
2015-3-11-0-29,2015,70,0,29,6.33,-3.38,4.04,3.45,1.58,5.07,372.3,4.22,32728,1.17,-1.89,5,3,12,13,3
2015-3-11-0-30,2015,70,0,30,6.3,-3.57,3.97,3.25,1.63,4.86,374.4,4.08,32269,1.14,-1.82,5,3,12,13,3
2015-3-11-0-31,2015,70,0,31,6.3,-3.82,3.88,3.17,1.6,4.75,367.3,4.34,34406,1.17,-1.74,5,3,12,12,3
2015-3-11-0-32,2015,70,0,32,6.28,-4.4,3.68,2.42,1.83,4.01,367.3,4.34,34406,1.17,-1.47,5,2,12,11,2
2015-3-11-0-33,2015,70,0,33,6.19,-5.09,3.36,0.19,2.75,1.95,366.1,3.72,48206,1.0,-0.71,5,2,13,12,2
2015-3-11-0-34,2015,70,0,34,6.3,-4.22,3.96,2.1,2.24,3.88,366.1,3.72,48206,1.0,-1.42,5,3,13,11,3
2015-3-11-0-35,2015,70,0,35,6.37,-3.82,4.25,2.78,2.13,4.61,366.6,4.38,39541,1.18,-1.69,5,3,13,11,3
2015-3-11-0-36,2015,70,0,36,6.38,-3.82,4.46,2.46,2.47,4.45,367.1,4.14,31057,1.12,-1.63,5,2,13,12,2
2015-3-11-0-37,2015,70,0,37,6.37,-3.99,4.42,2.17,2.6,4.18,367.3,3.95,38052,1.07,-1.54,5,2,14,11,2
2015-3-11-0-38,2015,70,0,38,6.3,-3.28,4.7,2.58,2.62,4.68,368.4,4.26,34906,1.16,-1.72,5,2,14,11,2
2015-3-11-0-39,2015,70,0,39,6.2,-2.98,4.73,2.65,2.61,4.75,372.6,4.66,35934,1.29,-1.77,5,2,13,11,2
2015-3-11-0-40,2015,70,0,40,6.19,-3.86,4.57,1.31,3.18,3.53,371.3,4.84,37363,1.33,-1.31,5,2,13,11,2
2015-3-11-0-41,2015,70,0,41,6.1,-3.81,4.67,0.93,3.47,3.26,371.3,4.84,37363,1.33,-1.21,5,2,13,12,2
2015-3-11-0-42,2015,70,0,42,6.1,-3.56,4.85,0.96,3.61,3.38,367.8,3.96,37580,1.07,-1.24,5,2,14,12,2
2015-3-11-0-43,2015,70,0,43,6.14,-3.15,5.24,0.08,4.4,2.84,367.8,3.96,37580,1.07,-1.04,5,2,14,11,2
2015-3-11-3-0,2015,70,3,0,4.93,-4.45,0.82,-1.21,1.29,-0.68,371.5,5.11,89327,1.41,0.25,3,5,13,4,5
2015-3-11-3-1,2015,70,3,1,4.91,-3.89,1.01,-0.78,1.26,-0.21,372.1,4.99,82956,1.38,0.08,3,5,13,4,5
2015-3-11-3-2,2015,70,3,2,4.82,-3.35,0.99,0.89,0.46,1.25,377.5,5.28,85030,1.5,-0.47,3,5,13,4,5
2015-3-11-3-3,2015,70,3,3,4.63,-3.55,-0.02,-0.87,0.39,-0.78,380.3,5.62,98648,1.63,0.3,3,5,13,5,5
2015-3-11-3-4,2015,70,3,4,5.04,-2.15,3.07,2.2,1.68,3.38,377.4,4.48,101233,1.28,-1.28,3,5,13,6,5
2015-3-11-3-5,2015,70,3,5,5.04,-3.08,2.13,0.23,1.77,1.2,403.3,3.02,65884,0.98,-0.48,3,5,15,6,5
2015-3-11-3-6,2015,70,3,6,5.04,-2.58,2.09,0.31,1.7,1.25,384.2,5.34,95808,1.58,-0.48,3,5,14,5,5
2015-3-11-3-7,2015,70,3,7,5.0,-3.27,-0.6,-3.2,0.96,-3.11,384.2,5.44,96752,1.61,1.19,3,5,15,5,5
2015-3-11-3-8,2015,70,3,8,5.02,-2.69,0.61,-2.08,1.51,-1.56,392.3,4.92,96804,1.51,0.61,3,5,16,6,5
2015-3-11-3-9,2015,70,3,9,5.02,-3.09,0.85,-1.3,1.36,-0.75,389.8,4.96,96546,1.51,0.29,3,5,15,6,5
2015-3-11-3-10,2015,70,3,10,4.75,-4.7,0.17,-0.41,0.34,-0.28,372.9,5.22,94874,1.45,0.1,3,5,18,6,5
2015-3-11-3-11,2015,70,3,11,4.83,-4.12,-0.13,-1.88,0.76,-1.73,376.3,5.4,102654,1.53,0.65,3,5,17,6,5
2015-3-11-3-12,2015,70,3,12,4.75,-4.7,0.32,-0.46,0.5,-0.26,376.7,5.42,103695,1.54,0.1,3,5,17,6,5
2015-3-11-3-14,2015,70,3,14,4.74,-4.66,0.73,0.35,0.49,0.65,362.2,4.88,139973,1.28,-0.24,3,5,17,7,5
2015-3-11-3-15,2015,70,3,15,4.95,-4.3,0.91,1.51,0.11,1.76,362.2,4.88,139973,1.28,-0.64,3,4,17,7,4
2015-3-11-3-17,2015,70,3,17,4.98,-4.51,0.58,1.57,-0.21,1.66,365.6,4.66,119805,1.25,-0.61,3,4,18,8,4
2015-3-11-3-18,2015,70,3,18,5.16,-4.51,0.83,2.33,-0.34,2.45,365.6,4.66,119805,1.25,-0.9,3,4,18,7,4
2015-3-11-3-19,2015,70,3,19,5.13,-4.71,0.94,1.8,0.01,2.03,365.6,4.66,119805,1.25,-0.74,3,3,18,6,3
2015-3-11-3-23,2015,70,3,23,5.08,-4.75,1.73,0.26,1.42,1.02,365.5,5.0,134784,1.34,-0.37,3,3,17,6,3
2015-3-11-3-24,2015,70,3,24,4.86,-4.29,1.62,1.53,0.74,2.1,365.4,4.99,132290,1.33,-0.77,3,3,17,7,3
2015-3-11-3-25,2015,70,3,25,4.92,-4.67,1.21,0.85,0.69,1.31,364.3,4.89,107741,1.3,-0.48,3,3,17,6,3
2015-3-11-3-26,2015,70,3,26,4.87,-4.8,0.67,0.39,0.42,0.65,364.3,4.89,107741,1.3,-0.24,3,4,19,6,4
2015-3-11-3-31,2015,70,3,31,4.21,-2.97,0.88,1.27,0.21,1.53,380.5,4.97,108764,1.44,-0.58,3,4,17,6,4
2015-3-11-3-32,2015,70,3,32,4.05,-3.08,0.79,0.92,0.29,1.18,380.5,4.97,108764,1.44,-0.45,3,4,17,7,4
2015-3-11-3-34,2015,70,3,34,4.7,-3.4,1.7,1.51,0.84,2.11,367.9,4.75,91573,1.29,-0.78,3,4,15,5,4
2015-3-11-3-35,2015,70,3,35,4.74,-3.38,0.88,2.09,-0.15,2.26,369.6,4.94,101613,1.35,-0.84,3,4,15,5,4
2015-3-11-3-36,2015,70,3,36,4.7,-3.5,0.88,1.32,0.19,1.57,371.6,5.1,98802,1.41,-0.58,3,4,14,5,4
2015-3-11-3-37,2015,70,3,37,4.86,-3.14,2.3,1.05,1.58,1.97,371.5,5.04,106530,1.39,-0.73,3,4,14,6,4
2015-3-11-3-38,2015,70,3,38,4.49,-2.92,0.88,-0.41,0.97,0.03,370.7,5.11,102941,1.4,-0.01,3,4,17,7,4
2015-3-11-3-39,2015,70,3,39,4.26,-2.95,-0.53,-2.07,0.45,-2.09,377.8,5.52,117843,1.58,0.79,3,4,19,7,4
2015-3-11-3-40,2015,70,3,40,4.49,-3.23,-0.05,-1.6,0.67,-1.45,371.8,5.19,117995,1.43,0.54,3,4,22,7,4
2015-3-11-3-41,2015,70,3,41,4.47,-3.37,-0.35,-1.43,0.33,-1.44,371.1,5.12,114463,1.41,0.53,3,4,22,9,4
2015-3-11-3-42,2015,70,3,42,4.42,-3.29,-1.42,-2.54,-0.14,-2.91,376.4,5.43,107231,1.54,1.1,3,3,21,9,3
2015-3-11-3-43,2015,70,3,43,4.21,-3.2,-1.4,-2.32,-0.22,-2.7,376.4,5.43,107231,1.54,1.02,3,3,21,9,3
2015-3-11-3-44,2015,70,3,44,4.12,-3.23,-1.22,-0.44,-0.9,-0.94,375.1,5.57,120503,1.57,0.35,3,3,20,8,3
2015-3-11-3-45,2015,70,3,45,4.21,-2.29,-1.0,-0.29,-0.77,-0.7,380.0,5.36,114812,1.55,0.27,3,3,20,8,3
