Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2003-7-8-0-0,2003,189,0,0,5.51,-5.22,1.63,0.35,1.6,0.45,465.3,1.1,137623,0.48,-0.21,-2,-10,19,13,-10
2003-7-8-0-5,2003,189,0,5,5.56,-5.24,1.4,0.62,1.35,0.71,472.3,1.02,166095,0.46,-0.34,-2,-10,17,12,-10
2003-7-8-0-10,2003,189,0,10,5.6,-4.89,0.74,2.58,0.57,2.63,486.7,0.91,173511,0.43,-1.25,-2,-10,17,12,-10
2003-7-8-0-15,2003,189,0,15,5.59,-4.81,0.67,2.76,0.49,2.8,501.9,0.73,198173,0.37,-1.41,-3,-10,16,12,-10
2003-7-8-0-20,2003,189,0,20,5.63,-4.93,0.82,2.59,0.66,2.63,496.2,0.79,197769,0.39,-1.32,-3,-9,15,12,-9
2003-7-8-0-25,2003,189,0,25,5.66,-5.09,0.96,2.25,0.82,2.3,493.6,0.81,197920,0.4,-1.13,-3,-9,14,11,-9
2003-7-8-0-30,2003,189,0,30,5.75,-5.06,0.91,2.21,0.79,2.26,492.6,0.75,195614,0.36,-1.0,-3,-10,15,11,-10
2003-7-8-0-35,2003,189,0,35,5.72,-5.44,0.87,1.44,0.79,1.48,476.7,0.82,176110,0.37,-0.65,-3,-10,14,12,-10
2003-7-8-0-40,2003,189,0,40,5.7,-5.42,0.48,1.62,0.39,1.64,475.1,0.85,184794,0.38,-0.85,-3,-11,12,12,-11
2003-7-8-0-45,2003,189,0,45,5.72,-5.37,0.07,1.93,-0.02,1.93,478.5,0.83,172262,0.38,-0.94,-3,-11,12,12,-11
2003-7-8-0-50,2003,189,0,50,5.72,-5.16,0.86,2.24,0.75,2.28,477.7,1.1,161966,0.5,-1.09,-3,-12,13,12,-12
2003-7-8-0-55,2003,189,0,55,5.64,-5.03,0.89,2.34,0.78,2.38,484.6,0.99,182115,0.46,-1.16,-3,-12,13,12,-12
2003-7-8-1-0,2003,189,1,0,5.47,-5.14,-0.51,1.69,-0.58,1.67,501.9,0.67,216309,0.34,-0.84,-3,-12,12,10,-12
2003-7-8-1-5,2003,189,1,5,5.61,-5.23,-0.69,1.89,-0.77,1.86,494.7,0.81,207354,0.39,-0.95,-3,-12,12,10,-12
2003-7-8-1-10,2003,189,1,10,5.68,-5.13,-0.71,2.28,-0.79,2.25,488.0,0.86,192698,0.41,-1.1,-3,-12,13,10,-12
2003-7-8-1-15,2003,189,1,15,5.78,-5.11,-1.26,2.28,-1.34,2.23,484.1,0.93,154221,0.43,-1.08,-3,-11,12,9,-11
2003-7-8-1-20,2003,189,1,20,5.7,-4.39,-2.93,2.09,-3.0,1.99,486.8,0.73,137982,0.34,-0.97,-3,-11,12,8,-11
2003-7-8-1-25,2003,189,1,25,5.77,-4.37,-3.1,2.11,-3.16,2.02,479.5,0.89,100574,0.41,-0.97,-3,-11,12,8,-11
2003-7-8-1-30,2003,189,1,30,5.81,-4.49,-3.14,1.9,-3.19,1.81,477.0,0.9,96826,0.41,-0.87,-3,-11,12,9,-11
2003-7-8-1-35,2003,189,1,35,5.81,-4.41,-3.27,1.89,-3.32,1.81,479.0,0.91,97094,0.42,-0.89,-3,-10,11,9,-10
2003-7-8-1-40,2003,189,1,40,5.8,-4.49,-3.1,1.95,-3.14,1.88,476.7,0.87,92286,0.4,-0.9,-3,-10,11,11,-10
2003-7-8-1-45,2003,189,1,45,5.79,-4.28,-3.29,2.09,-3.32,2.03,477.9,0.88,95627,0.4,-0.97,-3,-10,11,13,-10
2003-7-8-1-50,2003,189,1,50,5.84,-4.25,-3.44,2.07,-3.47,2.01,479.4,0.88,95802,0.4,-0.96,-3,-10,10,14,-10
2003-7-8-1-55,2003,189,1,55,5.81,-4.61,-2.88,1.99,-2.9,1.95,479.3,0.93,110758,0.43,-0.94,-3,-10,11,15,-10
2003-7-8-2-0,2003,189,2,0,5.77,-5.09,-2.05,1.71,-2.07,1.69,475.4,1.09,119775,0.5,-0.8,-3,-10,12,16,-10
2003-7-8-2-5,2003,189,2,5,5.83,-4.88,-2.55,1.91,-2.56,1.89,476.7,1.12,119997,0.51,-0.9,-3,-10,13,17,-10
2003-7-8-2-10,2003,189,2,10,5.81,-4.91,-2.4,1.98,-2.4,1.97,474.4,1.11,108878,0.5,-0.94,-3,-10,13,18,-10
2003-7-8-2-15,2003,189,2,15,5.79,-5.06,-2.13,1.83,-2.13,1.83,475.5,1.11,128144,0.5,-0.87,-4,-10,14,18,-10
2003-7-8-2-20,2003,189,2,20,5.81,-5.06,-2.19,1.81,-2.18,1.82,475.0,1.13,120437,0.51,-0.86,-4,-9,15,18,-9
2003-7-8-2-25,2003,189,2,25,5.82,-5.24,-1.85,1.68,-1.84,1.69,473.7,1.14,127829,0.51,-0.8,-4,-9,14,18,-9
2003-7-8-2-30,2003,189,2,30,5.82,-5.38,-1.6,1.56,-1.59,1.58,472.6,1.11,129102,0.49,-0.74,-4,-9,14,18,-9
2003-7-8-2-35,2003,189,2,35,5.75,-5.26,-1.78,1.46,-1.76,1.48,471.7,1.15,126201,0.51,-0.7,-3,-9,14,18,-9
2003-7-8-2-40,2003,189,2,40,5.71,-5.15,-1.96,1.51,-1.93,1.54,470.5,1.1,121424,0.49,-0.73,-3,-9,14,18,-9
2003-7-8-2-45,2003,189,2,45,5.69,-5.06,-2.15,1.42,-2.12,1.46,471.4,1.09,116988,0.48,-0.69,-3,-8,15,17,-8
2003-7-8-2-50,2003,189,2,50,5.7,-5.07,-2.22,1.32,-2.19,1.37,470.8,1.12,111839,0.5,-0.65,-3,-8,14,17,-8
2003-7-8-2-55,2003,189,2,55,5.7,-5.13,-2.04,1.41,-2.0,1.47,469.7,1.11,124167,0.49,-0.69,-3,-8,14,17,-8
2003-7-8-3-0,2003,189,3,0,5.74,-5.06,-2.31,1.38,-2.27,1.45,469.8,1.09,122777,0.48,-0.68,-3,-8,14,17,-8
2003-7-8-3-5,2003,189,3,5,5.77,-5.07,-2.27,1.55,-2.21,1.63,467.6,0.98,118837,0.43,-0.76,-3,-8,14,18,-8
2003-7-8-3-10,2003,189,3,10,5.78,-4.87,-2.71,1.51,-2.65,1.61,466.1,0.99,108522,0.43,-0.75,-3,-9,15,18,-9
2003-7-8-3-15,2003,189,3,15,5.72,-4.78,-2.72,1.59,-2.65,1.7,466.0,1.01,97014,0.44,-0.79,-3,-8,14,18,-8
2003-7-8-3-20,2003,189,3,20,5.7,-4.85,-2.66,1.33,-2.6,1.45,466.6,1.05,94412,0.46,-0.68,-3,-8,14,18,-8
2003-7-8-3-25,2003,189,3,25,5.76,-5.02,-2.56,1.1,-2.5,1.22,463.8,1.05,100401,0.45,-0.57,-3,-8,14,19,-8
2003-7-8-3-30,2003,189,3,30,5.77,-4.8,-2.86,1.44,-2.78,1.58,468.6,1.01,99498,0.44,-0.74,-2,-8,14,19,-8
2003-7-8-3-35,2003,189,3,35,5.8,-4.94,-2.84,1.08,-2.77,1.24,466.1,1.01,95157,0.44,-0.57,-2,-8,14,20,-8
