Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2018-8-22-0-2,2018,234,0,2,0.5,-0.43,-0.05,0.14,-0.02,0.15,541.8,4.85,161567,2.85,-0.08,0,-6,17,10,-6
2018-8-22-0-3,2018,234,0,3,0.72,-0.52,-0.35,0.18,-0.31,0.24,541.8,4.85,161567,2.85,-0.13,0,-6,16,10,-6
2018-8-22-0-5,2018,234,0,5,0.8,0.15,0.5,-0.25,0.44,-0.34,542.5,4.96,150826,2.92,0.18,-1,-8,20,17,-8
2018-8-22-0-6,2018,234,0,6,0.95,-0.24,-0.32,-0.01,-0.32,0.05,542.6,4.87,154405,2.87,-0.03,-2,-8,25,16,-8
2018-8-22-0-7,2018,234,0,7,1.42,-0.22,1.13,-0.59,0.99,-0.8,542.8,4.69,162979,2.76,0.43,0,-6,16,10,-6
2018-8-22-0-11,2018,234,0,11,1.77,-0.92,1.19,-0.86,1.0,-1.08,541.5,4.89,130413,2.87,0.58,0,-5,17,9,-5
2018-8-22-0-12,2018,234,0,12,2.23,-1.45,1.32,-1.03,1.09,-1.27,541.5,4.89,130413,2.87,0.69,0,-5,17,10,-5
2018-8-22-0-13,2018,234,0,13,2.49,-1.81,1.3,-1.1,1.06,-1.33,531.2,4.72,118657,2.66,0.71,0,-5,17,10,-5
2018-8-22-0-14,2018,234,0,14,2.56,-1.8,1.31,-1.28,1.03,-1.51,531.2,4.72,118657,2.66,0.8,-1,-5,18,9,-5
2018-8-22-0-15,2018,234,0,15,2.55,-1.7,1.22,-1.4,0.92,-1.61,531.0,4.68,119484,2.64,0.85,0,-5,18,10,-5
2018-8-22-0-16,2018,234,0,16,2.44,-1.7,0.95,-1.45,0.64,-1.61,530.7,4.83,119359,2.72,0.85,0,-5,17,9,-5
2018-8-22-0-17,2018,234,0,17,2.38,-1.58,1.08,-1.41,0.78,-1.6,530.8,4.74,123024,2.67,0.85,-1,-5,17,9,-5
2018-8-22-0-18,2018,234,0,18,2.42,-1.36,1.31,-1.51,0.99,-1.74,530.7,4.93,118110,2.78,0.92,-1,-5,17,9,-5
2018-8-22-0-19,2018,234,0,19,2.52,-1.23,1.36,-1.69,1.0,-1.93,531.2,5.45,112724,3.08,1.03,-1,-6,19,9,-6
2018-8-22-0-20,2018,234,0,20,2.52,-0.99,1.26,-1.94,0.85,-2.15,528.9,4.91,110415,2.75,1.14,-1,-6,18,9,-6
2018-8-22-0-21,2018,234,0,21,2.43,-1.13,1.06,-1.85,0.67,-2.02,529.5,4.9,112819,2.75,1.07,-1,-6,18,9,-6
2018-8-22-0-22,2018,234,0,22,2.53,-0.48,1.85,-1.57,1.5,-1.91,530.3,4.79,117046,2.69,1.01,-1,-6,20,7,-6
2018-8-22-0-23,2018,234,0,23,2.49,-0.81,1.5,-1.78,1.11,-2.04,530.2,4.94,111462,2.78,1.08,-1,-6,20,8,-6
2018-8-22-0-24,2018,234,0,24,2.76,-0.8,1.61,-2.08,1.16,-2.36,530.4,4.93,107674,2.77,1.25,-1,-6,19,8,-6
2018-8-22-0-25,2018,234,0,25,2.75,-0.65,1.53,-2.15,1.07,-2.41,530.9,4.87,107737,2.75,1.28,-1,-6,19,8,-6
2018-8-22-0-26,2018,234,0,26,2.73,0.2,1.77,-2.06,1.32,-2.37,529.4,4.85,109659,2.72,1.25,-1,-6,19,8,-6
2018-8-22-0-27,2018,234,0,27,3.06,-0.56,1.49,-2.51,0.96,-2.76,529.5,5.12,117971,2.87,1.46,-1,-6,20,9,-6
2018-8-22-0-28,2018,234,0,28,2.85,-1.24,-0.06,-2.48,-0.56,-2.42,525.4,4.6,147213,2.54,1.27,-1,-6,21,8,-6
2018-8-22-0-29,2018,234,0,29,2.93,-1.43,-0.35,-2.53,-0.85,-2.41,525.4,4.6,147213,2.54,1.27,-1,-6,20,10,-6
2018-8-22-0-30,2018,234,0,30,2.93,-1.53,-0.57,-2.42,-1.05,-2.26,524.6,4.32,142971,2.38,1.19,-1,-6,21,9,-6
2018-8-22-0-31,2018,234,0,31,2.28,-0.87,-0.84,-1.91,-1.21,-1.7,524.6,4.32,142971,2.38,0.89,-1,-6,20,11,-6
2018-8-22-0-34,2018,234,0,34,1.71,-0.59,-0.43,-1.49,-0.72,-1.37,529.1,4.92,150439,2.75,0.72,-1,-5,20,9,-5
2018-8-22-0-35,2018,234,0,35,2.8,2.49,-1.16,-0.4,-1.22,-0.16,529.1,4.92,150439,2.75,0.08,-1,-6,20,10,-6
2018-8-22-0-36,2018,234,0,36,2.41,1.64,-0.64,-0.85,-0.8,-0.7,517.7,4.84,137143,2.59,0.36,-1,-6,20,10,-6
2018-8-22-0-37,2018,234,0,37,2.72,2.16,-0.85,-0.76,-0.99,-0.57,517.7,4.84,137143,2.59,0.3,-1,-7,22,13,-7
2018-8-22-0-38,2018,234,0,38,2.83,2.53,-0.85,-0.52,-0.94,-0.34,516.9,4.78,136605,2.55,0.18,-1,-6,21,10,-6
2018-8-22-0-39,2018,234,0,39,2.47,1.81,-0.87,-0.57,-0.97,-0.38,516.8,4.8,135672,2.56,0.2,-1,-5,18,10,-5
2018-8-22-0-40,2018,234,0,40,2.74,2.65,-0.62,-0.25,-0.66,-0.12,516.7,4.87,133333,2.6,0.06,-1,-4,19,10,-4
2018-8-22-0-41,2018,234,0,41,2.84,2.65,-0.88,-0.17,-0.9,0.01,518.1,4.74,132527,2.54,-0.01,0,-5,18,10,-5
2018-8-22-0-42,2018,234,0,42,2.04,1.34,-1.02,-0.36,-1.07,-0.14,528.7,4.77,138529,2.67,0.07,0,-5,18,11,-5
2018-8-22-0-43,2018,234,0,43,2.66,2.08,-1.64,-0.2,-1.65,0.14,518.4,5.14,115634,2.76,-0.07,-1,-5,18,11,-5
2018-8-22-0-44,2018,234,0,44,2.55,1.96,-1.34,-0.63,-1.44,-0.34,518.4,5.08,115353,2.73,0.18,-1,-6,19,14,-6
2018-8-22-0-45,2018,234,0,45,2.19,0.93,-1.23,-1.04,-1.42,-0.76,519.8,4.68,116611,2.53,0.4,-1,-6,20,13,-6
2018-8-22-0-47,2018,234,0,47,2.16,0.97,-1.4,-1.07,-1.59,-0.76,530.1,4.66,141238,2.62,0.4,0,-5,19,10,-5
2018-8-22-0-48,2018,234,0,48,2.38,1.2,-1.37,-0.92,-1.53,-0.62,524.1,4.78,128582,2.63,0.32,0,-6,19,11,-6
2018-8-22-0-49,2018,234,0,49,2.51,1.26,-1.55,-0.67,-1.66,-0.33,519.7,4.9,126160,2.65,0.17,0,-6,19,11,-6
2018-8-22-0-50,2018,234,0,50,2.33,0.69,-1.61,-0.99,-1.78,-0.63,522.2,4.73,116255,2.58,0.33,0,-6,19,10,-6
2018-8-22-0-51,2018,234,0,51,2.57,1.51,-1.3,-0.46,-1.37,-0.18,520.8,4.79,106302,2.6,0.09,-1,-6,20,10,-6
2018-8-22-0-52,2018,234,0,52,2.23,0.93,-0.99,0.24,-0.92,0.44,520.9,4.79,107021,2.6,-0.23,0,-6,19,10,-6
2018-8-22-0-53,2018,234,0,53,2.53,1.18,-1.66,-0.6,-1.75,-0.24,524.2,4.71,132346,2.59,0.13,0,-6,20,11,-6
2018-8-22-0-54,2018,234,0,54,2.24,0.29,-1.42,-0.73,-1.54,-0.42,521.8,4.78,109092,2.6,0.22,0,-7,19,11,-7
2018-8-22-0-55,2018,234,0,55,2.57,1.24,-1.26,-0.64,-1.37,-0.36,521.8,4.78,109092,2.6,0.19,-1,-7,20,11,-7
2018-8-22-0-56,2018,234,0,56,2.83,1.82,-0.93,-0.5,-1.01,-0.29,517.4,4.5,139120,2.41,0.15,-1,-7,19,11,-7
2018-8-22-0-57,2018,234,0,57,2.64,1.97,-1.16,0.16,-1.1,0.4,517.3,4.51,139283,2.41,-0.21,0,-7,18,12,-7
2018-8-22-0-58,2018,234,0,58,2.55,1.93,-0.84,-0.59,-0.95,-0.4,521.1,4.81,138552,2.61,0.21,0,-7,18,12,-7
2018-8-22-0-59,2018,234,0,59,2.27,1.32,-0.57,-0.86,-0.74,-0.72,521.8,4.68,126179,2.55,0.38,0,-6,18,12,-6
2018-8-22-1-0,2018,234,1,0,2.2,1.36,-0.75,-0.6,-0.86,-0.43,523.2,4.6,140983,2.52,0.22,-1,-7,18,12,-7
2018-8-22-1-1,2018,234,1,1,2.6,1.41,-0.5,-0.7,-0.64,-0.58,524.3,4.59,132939,2.52,0.3,-1,-7,18,12,-7
2018-8-22-1-2,2018,234,1,2,2.82,2.41,-1.0,-0.16,-1.01,0.06,520.7,4.75,129743,2.58,-0.03,-1,-7,17,12,-7
2018-8-22-1-3,2018,234,1,3,2.95,2.55,-1.25,0.15,-1.19,0.41,518.5,4.73,134788,2.54,-0.21,-1,-7,17,12,-7
2018-8-22-1-4,2018,234,1,4,3.08,2.83,-1.04,-0.16,-1.05,0.07,515.7,4.8,131150,2.55,-0.04,-1,-7,18,13,-7
2018-8-22-1-5,2018,234,1,5,2.37,0.02,-2.34,0.34,-2.21,0.83,514.7,4.68,136917,2.48,-0.43,-1,-8,18,12,-8
2018-8-22-1-7,2018,234,1,7,2.43,0.19,-2.38,-0.25,-2.38,0.27,521.1,5.02,116076,2.73,-0.14,-1,-8,18,12,-8
2018-8-22-1-8,2018,234,1,8,2.5,0.72,-2.15,-0.02,-2.1,0.44,521.1,5.02,116076,2.73,-0.23,-1,-7,19,13,-7
2018-8-22-1-10,2018,234,1,10,2.4,0.03,-2.35,0.4,-2.21,0.9,521.2,5.1,126366,2.77,-0.47,-2,-7,18,13,-7
2018-8-22-1-11,2018,234,1,11,2.48,0.28,-2.43,0.32,-2.3,0.84,521.2,5.1,126366,2.77,-0.44,-2,-7,18,13,-7
2018-8-22-1-13,2018,234,1,13,2.37,0.52,-2.28,0.31,-2.16,0.8,518.2,4.79,110745,2.57,-0.41,-2,-6,18,12,-6
2018-8-22-1-14,2018,234,1,14,2.43,0.78,-2.23,0.01,-2.17,0.5,518.2,4.79,110745,2.57,-0.26,-2,-6,20,12,-6
2018-8-22-1-17,2018,234,1,17,2.49,0.6,-2.38,0.3,-2.26,0.81,517.9,4.92,105686,2.64,-0.42,-2,-7,20,12,-7
2018-8-22-1-18,2018,234,1,18,2.58,0.74,-2.44,0.34,-2.31,0.87,517.9,4.92,105686,2.64,-0.45,-2,-7,19,12,-7
2018-8-22-1-20,2018,234,1,20,2.65,0.82,-2.51,0.22,-2.4,0.77,517.6,5.02,104761,2.69,-0.4,-3,-7,21,14,-7
2018-8-22-1-21,2018,234,1,21,2.67,0.7,-2.56,0.18,-2.46,0.74,517.6,5.02,104761,2.69,-0.38,-3,-7,21,14,-7
2018-8-22-1-23,2018,234,1,23,2.81,0.71,-2.67,0.5,-2.49,1.08,517.1,4.93,101275,2.64,-0.56,-3,-9,22,18,-9
2018-8-22-1-24,2018,234,1,24,2.82,0.69,-2.7,0.32,-2.56,0.91,517.1,4.93,101275,2.64,-0.47,-3,-7,21,12,-7
2018-8-22-1-26,2018,234,1,26,2.66,1.18,-2.34,0.45,-2.18,0.96,516.3,4.78,105983,2.55,-0.5,-3,-8,23,16,-8
2018-8-22-1-27,2018,234,1,27,2.61,1.65,-1.97,0.43,-1.82,0.86,516.3,4.78,105983,2.55,-0.44,-3,-8,21,14,-8
2018-8-22-1-29,2018,234,1,29,2.69,1.81,-1.97,0.31,-1.85,0.74,516.3,4.9,111291,2.61,-0.38,-3,-8,21,14,-8
2018-8-22-1-30,2018,234,1,30,2.75,1.85,-2.0,0.35,-1.87,0.79,516.3,4.9,111291,2.61,-0.41,-2,-7,21,13,-7
2018-8-22-1-32,2018,234,1,32,2.89,2.09,-1.98,0.11,-1.9,0.55,514.2,4.83,116041,2.55,-0.28,-2,-7,21,14,-7
2018-8-22-1-33,2018,234,1,33,2.83,1.91,-2.08,0.18,-1.99,0.65,514.2,4.83,116041,2.55,-0.33,-3,-7,21,13,-7
2018-8-22-1-35,2018,234,1,35,2.73,1.85,-2.0,-0.07,-1.96,0.39,516.4,5.12,116529,2.73,-0.2,-3,-7,21,14,-7
2018-8-22-1-36,2018,234,1,36,2.81,1.92,-2.06,-0.06,-2.02,0.41,516.4,5.12,116529,2.73,-0.21,-3,-7,21,13,-7
2018-8-22-1-38,2018,234,1,38,2.89,1.89,-2.19,0.01,-2.13,0.51,514.2,4.85,116901,2.56,-0.26,-3,-7,22,14,-7
2018-8-22-1-39,2018,234,1,39,2.93,1.99,-2.0,-0.55,-2.07,-0.08,514.2,4.85,116901,2.56,0.04,-3,-7,22,13,-7
2018-8-22-1-40,2018,234,1,40,2.89,2.1,-1.86,-0.65,-1.96,-0.21,516.0,4.81,120635,2.56,0.11,-3,-7,22,13,-7
2018-8-22-1-41,2018,234,1,41,2.97,2.24,-1.88,-0.43,-1.93,0.01,516.0,4.81,120635,2.56,-0.01,-3,-7,21,12,-7
2018-8-22-1-43,2018,234,1,43,2.72,1.43,-2.29,0.13,-2.2,0.66,515.2,4.89,119052,2.6,-0.34,-3,-7,22,12,-7
2018-8-22-1-44,2018,234,1,44,2.76,1.34,-2.39,0.15,-2.29,0.7,515.2,4.89,119052,2.6,-0.36,-3,-6,21,13,-6
2018-8-22-1-45,2018,234,1,45,2.87,1.39,-2.5,0.17,-2.39,0.74,515.4,4.96,116366,2.64,-0.38,-3,-6,22,14,-6
2018-8-22-1-46,2018,234,1,46,2.97,1.39,-2.59,0.09,-2.5,0.69,515.4,4.96,116366,2.64,-0.36,-3,-6,22,13,-6
2018-8-22-1-48,2018,234,1,48,2.96,1.24,-2.64,0.49,-2.45,1.09,515.4,4.78,114624,2.54,-0.56,-3,-6,23,14,-6
2018-8-22-1-49,2018,234,1,49,2.94,1.34,-2.61,0.05,-2.53,0.66,515.4,4.78,114624,2.54,-0.34,-3,-6,22,13,-6
2018-8-22-1-50,2018,234,1,50,3.13,0.83,-2.84,-0.48,-2.87,0.2,515.8,4.96,115993,2.64,-0.1,-3,-6,23,13,-6
2018-8-22-1-51,2018,234,1,51,3.46,0.29,-3.26,-0.83,-3.36,-0.04,515.4,5.05,115323,2.68,0.02,-3,-6,23,12,-6
2018-8-22-1-52,2018,234,1,52,3.45,0.68,-3.04,-0.67,-3.11,0.06,515.5,5.15,113079,2.74,-0.03,-3,-6,23,12,-6
2018-8-22-1-53,2018,234,1,53,3.51,0.33,-3.24,-0.79,-3.33,-0.0,515.2,5.02,112732,2.66,0.0,-3,-6,22,12,-6
2018-8-22-1-54,2018,234,1,54,3.51,0.31,-3.32,-0.81,-3.42,-0.0,517.2,4.83,108038,2.58,0.0,-3,-6,23,12,-6
2018-8-22-1-55,2018,234,1,55,3.77,0.11,-3.47,-1.2,-3.66,-0.34,516.5,4.75,109453,2.53,0.18,-3,-6,23,11,-6
2018-8-22-1-56,2018,234,1,56,3.95,0.01,-3.53,-1.51,-3.79,-0.63,516.6,5.33,124218,2.84,0.33,-3,-5,23,12,-5
2018-8-22-1-57,2018,234,1,57,4.05,-0.17,-3.59,-1.59,-3.87,-0.69,518.1,5.09,112672,2.73,0.36,-4,-6,23,12,-6
2018-8-22-1-59,2018,234,1,59,3.69,0.26,-3.53,-0.14,-3.46,0.71,517.1,4.96,114600,2.65,-0.37,-4,-6,24,12,-6
2018-8-22-2-0,2018,234,2,0,3.94,0.56,-1.35,-2.81,-1.98,-2.41,517.1,4.96,114600,2.65,1.25,-4,-6,25,12,-6
2018-8-22-2-1,2018,234,2,1,3.93,0.53,-0.42,-3.39,-1.22,-3.19,516.5,5.06,103333,2.7,1.65,-4,-6,25,12,-6
2018-8-22-2-2,2018,234,2,2,3.81,0.34,-0.88,-3.06,-1.59,-2.76,518.3,5.12,112053,2.75,1.43,-4,-6,25,12,-6
2018-8-22-2-3,2018,234,2,3,3.83,0.37,-0.72,-3.24,-1.48,-2.97,519.0,5.08,112408,2.74,1.54,-4,-6,24,12,-6
2018-8-22-2-4,2018,234,2,4,3.73,0.28,-0.72,-3.12,-1.45,-2.85,515.6,5.24,104037,2.79,1.47,-4,-5,25,13,-5
2018-8-22-2-5,2018,234,2,5,3.87,0.19,-0.81,-3.32,-1.59,-3.03,515.4,5.14,102948,2.73,1.56,-4,-5,24,13,-5
2018-8-22-2-6,2018,234,2,6,3.5,0.14,-1.04,-2.75,-1.68,-2.42,516.9,4.94,109712,2.64,1.25,-4,-5,25,11,-5
2018-8-22-2-7,2018,234,2,7,3.63,0.4,-0.42,-3.09,-1.16,-2.9,519.7,5.09,121445,2.75,1.51,-4,-5,25,12,-5
2018-8-22-2-8,2018,234,2,8,3.64,0.46,-0.93,-2.72,-1.56,-2.41,516.9,5.17,103940,2.76,1.25,-4,-5,26,12,-5
2018-8-22-2-9,2018,234,2,9,3.57,0.36,-0.81,-2.99,-1.52,-2.7,514.5,4.98,104567,2.64,1.39,-4,-5,26,11,-5
2018-8-22-2-10,2018,234,2,10,3.37,0.18,-1.71,-2.08,-2.17,-1.6,516.9,5.29,105817,2.83,0.83,-4,-6,25,14,-6
2018-8-22-2-11,2018,234,2,11,3.75,0.19,-0.44,-3.62,-1.31,-3.4,517.1,5.32,106021,2.85,1.76,-3,-5,25,10,-5
2018-8-22-2-12,2018,234,2,12,3.76,-0.01,-0.23,-3.73,-1.14,-3.56,516.9,4.77,117959,2.55,1.84,-3,-5,25,10,-5
2018-8-22-2-13,2018,234,2,13,3.67,0.06,-0.31,-3.62,-1.19,-3.43,516.8,4.78,116666,2.55,1.77,-3,-5,25,10,-5
2018-8-22-2-14,2018,234,2,14,3.59,0.04,-0.36,-3.53,-1.22,-3.33,516.3,4.78,112325,2.55,1.72,-3,-5,26,9,-5
2018-8-22-2-15,2018,234,2,15,3.78,-0.19,-0.01,-3.78,-0.94,-3.66,515.8,4.78,113102,2.54,1.89,-3,-6,26,9,-6
2018-8-22-2-16,2018,234,2,16,3.82,-0.31,0.02,-3.81,-0.93,-3.7,515.8,4.78,113102,2.54,1.91,-3,-7,26,9,-7
2018-8-22-2-19,2018,234,2,19,3.78,-0.29,0.59,-3.72,-0.36,-3.75,515.3,4.69,104817,2.49,1.93,-2,-8,27,9,-8
2018-8-22-2-20,2018,234,2,20,3.83,-0.13,0.83,-3.73,-0.13,-3.82,515.3,4.69,104817,2.49,1.97,-2,-8,27,9,-8
2018-8-22-2-23,2018,234,2,23,3.37,0.17,-0.82,-3.21,-1.6,-2.9,514.3,4.77,106029,2.52,1.49,-1,-8,27,8,-8
2018-8-22-2-24,2018,234,2,24,3.32,0.59,-0.88,-3.12,-1.64,-2.8,514.0,4.66,109375,2.46,1.44,-1,-9,27,8,-9
2018-8-22-2-25,2018,234,2,25,3.23,0.66,-0.56,-3.11,-1.33,-2.87,513.6,4.42,113018,2.33,1.47,-1,-9,27,8,-9
2018-8-22-2-26,2018,234,2,26,3.19,0.46,-0.23,-3.14,-1.02,-2.98,513.5,4.46,111758,2.35,1.53,-1,-10,27,8,-10
2018-8-22-2-27,2018,234,2,27,3.23,0.46,0.01,-3.2,-0.8,-3.1,513.2,4.66,107414,2.45,1.59,-1,-11,29,8,-11
2018-8-22-2-28,2018,234,2,28,3.14,0.35,0.11,-3.1,-0.68,-3.03,513.2,4.66,107414,2.45,1.55,-1,-11,28,7,-11
