Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2001-3-26-0-0,2001,85,0,0,1.88,1.34,1.19,-0.53,1.29,0.21,393.0,4.12,63732,1.27,-0.08,0,-11,10,12,-11
2001-3-26-0-1,2001,85,0,1,1.93,1.39,1.19,-0.6,1.32,0.15,393.9,4.21,69412,1.31,-0.06,0,-11,10,13,-11
2001-3-26-0-2,2001,85,0,2,1.97,1.41,1.18,-0.69,1.37,0.07,391.8,4.14,70113,1.27,-0.03,-1,-11,10,13,-11
2001-3-26-0-3,2001,85,0,3,1.89,1.34,1.09,-0.75,1.32,-0.03,391.3,4.0,69585,1.22,0.01,0,-11,10,12,-11
2001-3-26-0-4,2001,85,0,4,2.1,1.53,1.18,-0.81,1.43,-0.03,391.3,3.9,68986,1.19,0.01,-1,-11,9,12,-11
2001-3-26-0-5,2001,85,0,5,2.12,1.58,1.02,-0.96,1.38,-0.24,391.8,4.14,67159,1.27,0.09,-1,-11,9,11,-11
2001-3-26-0-6,2001,85,0,6,1.92,1.35,0.92,-0.99,1.31,-0.32,392.2,3.99,71703,1.23,0.13,-1,-11,9,12,-11
2001-3-26-0-7,2001,85,0,7,1.31,0.84,0.81,-0.54,0.97,-0.01,390.1,3.96,79333,1.21,0.0,-1,-11,8,12,-11
2001-3-26-0-8,2001,85,0,8,1.61,1.21,0.58,-0.83,0.94,-0.38,389.2,3.89,76074,1.18,0.15,-1,-11,8,12,-11
2001-3-26-0-9,2001,85,0,9,1.73,1.39,0.52,-0.89,0.92,-0.46,389.8,4.06,74119,1.23,0.18,-1,-11,8,12,-11
2001-3-26-0-10,2001,85,0,10,1.67,1.25,0.54,-0.96,0.98,-0.51,388.8,4.14,73908,1.25,0.2,-1,-11,8,11,-11
2001-3-26-0-11,2001,85,0,11,1.96,1.38,0.6,-1.23,1.17,-0.7,388.5,4.13,73275,1.25,0.27,-1,-11,8,11,-11
2001-3-26-0-12,2001,85,0,12,2.63,0.82,2.1,-0.99,2.3,0.32,390.1,3.92,66359,1.19,-0.12,-1,-11,9,11,-11
