Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2013-5-28-0-30,2013,148,0,30,6.02,4.44,-2.61,-0.14,-2.43,-0.98,716.1,1.51,506019,1.55,0.61,-2,-27,37,36,-27
2013-5-28-0-35,2013,148,0,35,6.23,4.67,1.28,3.76,0.0,3.97,716.1,1.34,515000,1.37,-2.77,-2,-27,37,35,-27
2013-5-28-0-40,2013,148,0,40,6.03,2.66,1.31,4.32,-0.14,4.51,759.1,1.45,576861,1.68,-3.44,-2,-27,36,36,-27
2013-5-28-0-45,2013,148,0,45,6.02,3.39,0.33,3.85,-0.91,3.76,728.5,1.26,550200,1.34,-2.73,-2,-28,34,37,-28
2013-5-28-0-50,2013,148,0,50,6.0,2.44,-2.04,4.05,-3.21,3.2,747.6,1.13,597176,1.27,-2.4,-2,-29,34,36,-29
2013-5-28-0-55,2013,148,0,55,6.07,3.6,0.07,4.23,-1.26,4.04,721.3,1.29,532740,1.34,-2.78,-1,-29,34,34,-29
2013-5-28-1-0,2013,148,1,0,6.08,3.71,-3.44,2.4,-4.01,1.21,709.1,1.07,542848,1.08,-1.01,-1,-30,33,33,-30
2013-5-28-1-5,2013,148,1,5,6.02,2.88,-3.33,3.45,-4.23,2.26,719.0,1.06,495474,1.1,-1.46,-1,-30,32,31,-30
2013-5-28-1-10,2013,148,1,10,6.08,2.29,-4.33,2.91,-5.02,1.44,711.3,0.99,572900,1.0,-1.21,-1,-30,32,29,-30
2013-5-28-1-25,2013,148,1,25,6.05,1.62,-4.35,2.72,-4.97,1.29,751.8,0.86,567556,0.97,0.16,0,-28,32,31,-28
2013-5-28-1-30,2013,148,1,30,5.73,3.87,-3.37,-2.23,-2.55,-3.13,715.5,0.92,564282,0.94,1.85,0,-27,31,31,-27
2013-5-28-1-35,2013,148,1,35,5.7,2.58,-4.61,-1.71,-3.91,-2.99,693.0,0.97,657955,0.93,1.56,-1,-26,31,32,-26
2013-5-28-1-45,2013,148,1,45,5.89,1.64,-4.83,0.46,-4.76,-0.95,744.4,0.96,465331,1.06,1.18,0,-25,35,35,-25
2013-5-28-1-50,2013,148,1,50,5.92,2.71,-4.13,0.46,-4.09,-0.74,728.0,0.84,491983,0.9,0.39,-1,-25,31,33,-25
2013-5-28-1-55,2013,148,1,55,5.91,3.78,-3.35,0.0,-3.22,-0.95,711.8,1.0,543079,1.02,0.78,-1,-25,31,33,-25
2013-5-28-2-0,2013,148,2,0,5.78,3.13,-4.12,-0.23,-3.89,-1.38,722.0,0.95,549918,0.99,1.04,-1,-25,32,32,-25
2013-5-28-2-5,2013,148,2,5,5.65,3.25,-3.43,-0.33,-3.2,-1.27,716.0,0.92,555255,0.95,1.32,-1,-24,34,34,-24
2013-5-28-2-10,2013,148,2,10,5.55,4.32,-2.85,-0.76,-2.53,-1.51,706.5,0.91,577714,0.91,1.0,-1,-24,36,33,-24
2013-5-28-2-15,2013,148,2,15,5.67,3.37,-3.21,0.72,-3.28,-0.18,711.1,1.04,565044,1.04,0.49,-1,-23,37,33,-23
2013-5-28-2-25,2013,148,2,25,5.59,2.14,-3.38,-3.43,-2.34,-4.21,714.1,0.84,474976,0.86,2.97,0,-23,41,34,-23
2013-5-28-2-30,2013,148,2,30,5.75,4.05,-1.26,-3.13,-0.39,-3.35,705.8,0.92,513314,0.92,2.36,1,-25,38,37,-25
2013-5-28-2-40,2013,148,2,40,5.89,4.44,-3.62,-0.29,-3.42,-1.21,696.2,0.93,543691,0.9,0.84,4,-28,44,41,-28
2013-5-28-2-45,2013,148,2,45,6.04,3.64,-4.37,1.16,-4.52,0.02,701.6,0.91,558840,0.89,-0.02,4,-29,41,41,-29
2013-5-28-2-50,2013,148,2,50,5.69,2.59,-4.21,-1.52,-3.7,-2.52,719.5,0.84,532775,0.87,1.81,3,-29,38,41,-29
2013-5-28-2-55,2013,148,2,55,5.72,2.85,-3.81,-0.97,-3.46,-1.88,713.5,0.9,537514,0.91,1.36,2,-30,33,41,-30
2013-5-28-3-0,2013,148,3,0,5.45,1.37,-3.2,-4.18,-2.09,-4.83,748.1,0.75,472993,0.84,3.61,3,-30,31,44,-30
2013-5-28-3-5,2013,148,3,5,5.27,0.83,-3.17,-4.05,-2.11,-4.69,764.3,0.81,550145,0.95,3.57,4,-30,32,47,-30
2013-5-28-3-10,2013,148,3,10,5.06,0.82,-3.2,-3.77,-2.22,-4.42,751.0,0.76,564635,0.86,3.47,6,-31,33,53,-31
2013-5-28-3-15,2013,148,3,15,4.69,1.85,-2.91,-2.29,-2.3,-2.9,755.6,0.64,446227,0.73,1.5,6,-32,32,56,-32
2013-5-28-3-20,2013,148,3,20,4.2,2.66,-1.93,-0.1,-1.85,-0.54,761.3,0.65,419309,0.76,0.4,6,-32,32,57,-32
2013-5-28-3-25,2013,148,3,25,4.15,3.02,-1.69,0.41,-1.74,0.01,751.2,0.6,448413,0.68,1.0,5,-32,32,57,-32
2013-5-28-3-30,2013,148,3,30,4.01,2.82,-2.49,0.21,-2.48,-0.35,760.5,0.6,482385,0.69,0.27,5,-32,31,57,-32
2013-5-28-3-35,2013,148,3,35,4.13,3.02,-2.41,0.14,-2.38,-0.39,752.6,0.62,467516,0.7,0.3,5,-32,29,55,-32
2013-5-28-3-40,2013,148,3,40,3.83,2.52,-2.02,1.35,-2.26,0.89,776.6,0.6,510591,0.72,-0.29,4,-32,27,52,-32
2013-5-28-3-45,2013,148,3,45,3.73,2.24,-2.65,-1.09,-2.36,-1.63,766.9,0.56,419580,0.67,1.15,3,-32,25,48,-32
2013-5-28-3-50,2013,148,3,50,3.71,2.46,-2.13,-1.43,-1.78,-1.84,766.7,0.56,417194,0.67,1.47,2,-32,27,45,-32
2013-5-28-3-55,2013,148,3,55,3.61,2.48,-2.45,0.18,-2.43,-0.32,772.3,0.6,449689,0.72,0.39,2,-32,28,42,-32
