Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2000-1-16-0-0,2000,16,0,0,5.27,4.1,-2.8,-1.73,-1.97,-2.63,385.4,3.15,91456,0.94,1.02,1,-12,15,9,-12
2000-1-16-0-5,2000,16,0,5,5.23,4.51,-1.61,-2.08,-0.75,-2.52,380.8,3.06,88612,0.89,1.0,1,-11,14,9,-11
2000-1-16-0-10,2000,16,0,10,5.2,4.53,-1.59,-1.98,-0.76,-2.42,380.0,2.96,81111,0.85,0.94,1,-12,14,10,-12
2000-1-16-0-15,2000,16,0,15,5.17,4.44,-1.79,-1.89,-0.98,-2.41,384.3,3.29,99673,0.97,0.92,1,-11,13,10,-11
2000-1-16-0-20,2000,16,0,20,5.21,4.61,-1.89,-1.45,-1.24,-2.03,383.5,3.24,97830,0.95,0.77,1,-11,12,10,-11
2000-1-16-0-25,2000,16,0,25,5.06,1.97,-4.11,0.68,-4.08,-0.85,397.2,3.24,106560,1.02,0.42,2,-11,12,12,-11
2000-1-16-0-30,2000,16,0,30,4.88,1.69,-4.31,1.2,-4.46,-0.43,405.8,2.91,102949,0.96,0.17,2,-11,13,14,-11
2000-1-16-0-35,2000,16,0,35,4.66,2.27,-3.92,0.6,-3.87,-0.84,403.4,2.96,113430,0.96,0.41,2,-10,13,15,-10
2000-1-16-0-40,2000,16,0,40,4.19,2.99,-2.75,0.6,-2.79,-0.42,397.0,3.21,131523,1.01,0.16,2,-10,12,15,-10
2000-1-16-0-45,2000,16,0,45,4.51,3.24,-2.92,0.88,-3.05,-0.21,396.6,3.38,117134,1.06,0.1,2,-10,12,15,-10
2000-1-16-0-50,2000,16,0,50,4.76,3.32,-3.13,0.8,-3.21,-0.35,391.5,3.56,112565,1.09,0.14,1,-10,11,16,-10
2000-1-16-0-55,2000,16,0,55,5.21,3.06,-3.18,-0.58,-2.78,-1.66,401.6,2.83,86591,0.91,0.85,1,-10,9,14,-10
2000-1-16-1-0,2000,16,1,0,5.33,0.1,-4.03,-3.4,-2.59,-4.59,424.2,2.85,81834,1.02,1.93,1,-10,8,15,-10
2000-1-16-1-5,2000,16,1,5,5.34,0.57,-4.35,-2.89,-3.08,-4.22,423.7,2.5,76996,0.9,1.85,1,-10,9,16,-10
2000-1-16-1-10,2000,16,1,10,5.3,0.97,-4.36,-2.83,-3.11,-4.16,421.2,2.5,73149,0.89,1.79,1,-10,9,16,-10
2000-1-16-1-15,2000,16,1,15,5.28,1.08,-4.21,-2.91,-2.96,-4.17,423.1,2.47,74905,0.89,1.77,1,-10,8,16,-10
2000-1-16-1-20,2000,16,1,20,5.29,1.35,-4.11,-2.93,-2.86,-4.16,415.4,2.39,81980,0.82,1.72,1,-9,8,17,-9
2000-1-16-1-25,2000,16,1,25,5.26,2.34,-3.1,-3.39,-1.77,-4.23,405.9,2.5,75648,0.82,1.72,0,-9,9,17,-9
2000-1-16-1-30,2000,16,1,30,5.23,2.62,-2.91,-3.27,-1.64,-4.05,397.2,2.82,80367,0.89,1.61,0,-9,8,17,-9
2000-1-16-1-35,2000,16,1,35,5.29,2.72,-3.51,-2.59,-2.45,-3.62,400.2,2.68,78968,0.86,1.45,0,-9,6,16,-9
2000-1-16-1-40,2000,16,1,40,5.29,2.95,-3.54,-2.11,-2.65,-3.16,394.0,2.83,78130,0.88,1.25,0,-9,6,16,-9
2000-1-16-1-45,2000,16,1,45,5.27,3.0,-3.42,-1.86,-2.62,-2.87,395.6,2.94,75634,0.92,1.13,-1,-10,6,16,-10
2000-1-16-1-50,2000,16,1,50,5.23,1.59,-4.22,-2.39,-3.21,-3.64,400.1,2.51,74423,0.8,1.46,-1,-10,5,16,-10
2000-1-16-1-55,2000,16,1,55,4.9,0.77,-3.97,-0.73,-3.52,-1.97,400.9,2.68,72446,0.86,0.73,-1,-11,4,18,-11
2000-1-16-2-0,2000,16,2,0,5.14,1.4,-3.59,-3.25,-2.36,-4.23,408.9,2.56,78171,0.86,1.72,-1,-11,3,20,-11
2000-1-16-2-5,2000,16,2,5,5.1,1.98,-4.31,-1.68,-3.56,-2.96,402.8,2.62,63085,0.85,1.19,-1,-12,4,20,-12
2000-1-16-2-10,2000,16,2,10,5.02,1.87,-3.67,-2.84,-2.59,-3.85,400.4,2.5,66261,0.8,1.54,-1,-12,4,21,-12
2000-1-16-2-15,2000,16,2,15,5.19,1.85,-3.56,-3.28,-2.37,-4.22,400.9,2.44,65848,0.79,1.69,-1,-13,4,20,-13
2000-1-16-2-20,2000,16,2,20,4.96,2.68,-2.41,-2.55,-1.51,-3.17,399.2,2.61,72312,0.83,1.16,-1,-13,3,19,-13
2000-1-16-2-25,2000,16,2,25,4.78,2.94,-2.03,-1.92,-1.35,-2.44,396.8,3.44,75999,1.08,0.97,-1,-13,4,19,-13
2000-1-16-2-30,2000,16,2,30,4.94,2.52,-2.4,-2.38,-1.57,-3.0,390.3,3.57,80581,1.09,1.39,0,-13,6,19,-13
2000-1-16-2-35,2000,16,2,35,5.02,1.69,-3.17,-3.03,-2.13,-3.84,403.7,2.29,63681,0.75,1.52,0,-13,8,18,-13
2000-1-16-2-40,2000,16,2,40,4.77,3.67,-1.78,-1.4,-1.29,-1.86,391.5,3.67,82686,1.13,0.73,0,-12,9,20,-12
2000-1-16-2-45,2000,16,2,45,4.93,3.97,-1.71,-1.49,-1.2,-1.92,391.2,3.19,84382,0.97,0.75,0,-12,9,19,-12
2000-1-16-2-50,2000,16,2,50,4.81,4.02,-1.89,-1.54,-1.37,-2.02,392.0,3.35,93477,1.03,0.78,0,-12,9,19,-12
2000-1-16-2-55,2000,16,2,55,4.97,4.12,-2.36,-1.4,-1.87,-2.01,390.0,3.25,94687,0.99,0.78,-1,-12,9,20,-12
2000-1-16-4-20,2000,16,4,20,5.32,4.0,-1.7,-2.94,-1.04,-3.23,371.5,3.23,92624,0.89,1.16,0,-8,11,24,-8
2000-1-16-4-25,2000,16,4,25,5.0,3.57,-1.39,-2.97,-0.74,-3.19,356.4,5.49,408090,1.4,1.08,0,-8,10,25,-8
2000-1-16-4-30,2000,16,4,30,5.51,2.58,-2.2,-4.28,-1.28,-4.64,395.9,3.32,69374,1.04,1.84,0,-8,10,25,-8
