Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2004-1-18-0-0,2004,18,0,0,6.2,5.1,2.74,2.2,1.72,3.07,547.9,2.64,164462,1.59,-1.68,2,-3,8,22,-3
2004-1-18-0-1,2004,18,0,1,6.2,5.03,2.87,2.18,1.84,3.1,547.9,2.64,164462,1.59,-1.7,2,-3,9,24,-3
2004-1-18-0-7,2004,18,0,7,6.17,4.71,3.27,2.26,2.19,3.32,552.6,2.7,154507,1.65,-1.83,3,-2,9,26,-2
2004-1-18-0-8,2004,18,0,8,6.11,4.45,3.6,2.12,2.55,3.31,554.0,2.73,148815,1.68,-1.83,3,-2,8,25,-2
2004-1-18-0-9,2004,18,0,9,6.13,4.34,3.6,2.39,2.45,3.56,553.4,2.79,140573,1.71,-1.97,3,-2,8,25,-2
2004-1-18-0-10,2004,18,0,10,6.21,4.25,3.92,2.27,2.79,3.57,559.0,2.73,141999,1.71,-2.0,3,-3,9,26,-3
2004-1-18-0-11,2004,18,0,11,6.11,4.22,3.72,2.24,2.62,3.46,556.8,2.73,142589,1.69,-1.93,3,-3,9,25,-3
2004-1-18-0-12,2004,18,0,12,6.0,4.89,2.03,2.26,1.04,2.85,556.0,2.66,177810,1.64,-1.58,3,-3,9,25,-3
2004-1-18-0-13,2004,18,0,13,5.81,5.3,-0.6,2.23,-1.39,1.85,554.1,2.88,222785,1.77,-1.03,3,-3,9,26,-3
2004-1-18-0-15,2004,18,0,15,5.82,4.97,-1.3,2.55,-2.16,1.88,553.9,2.94,223976,1.8,-1.04,4,-2,8,26,-2
2004-1-18-0-16,2004,18,0,16,5.71,4.74,-1.56,2.67,-2.44,1.9,553.9,2.94,223975,1.8,-1.05,4,-2,9,26,-2
2004-1-18-0-17,2004,18,0,17,5.67,4.84,-1.52,2.46,-2.33,1.72,555.8,3.05,223714,1.88,-0.96,3,-2,8,26,-2
2004-1-18-0-18,2004,18,0,18,5.51,4.7,0.66,2.48,-0.31,2.55,539.5,2.97,214754,1.73,-1.38,4,-2,8,26,-2
2004-1-18-0-19,2004,18,0,19,5.62,5.16,-0.12,1.79,-0.78,1.62,542.6,3.08,247979,1.81,-0.88,3,-1,8,27,-1
2004-1-18-0-20,2004,18,0,20,5.53,4.64,-0.68,2.58,-1.59,2.14,549.8,3.29,219798,1.99,-1.18,3,-1,8,26,-1
2004-1-18-0-21,2004,18,0,21,5.56,5.03,-0.8,1.93,-1.46,1.5,545.5,2.97,254976,1.77,-0.82,3,-1,8,25,-1
2004-1-18-0-22,2004,18,0,22,5.56,4.27,-1.55,3.18,-2.62,2.38,543.9,3.4,198124,2.01,-1.29,3,-1,9,25,-1
2004-1-18-0-23,2004,18,0,23,5.57,4.21,-1.8,2.63,-2.65,1.78,543.9,3.4,197878,2.01,-0.97,3,0,10,27,0
2004-1-18-0-25,2004,18,0,25,5.36,4.8,-1.43,1.71,-1.96,1.06,540.7,3.22,232678,1.88,-0.57,4,0,10,27,0
2004-1-18-0-26,2004,18,0,26,5.19,3.73,-3.26,1.32,-3.52,0.02,543.1,3.34,216461,1.97,-0.01,4,0,11,29,0
2004-1-18-0-27,2004,18,0,27,5.27,3.32,-4.05,0.41,-3.92,-1.11,548.2,3.6,181248,2.16,0.61,4,0,11,29,0
2004-1-18-0-31,2004,18,0,31,5.12,1.54,-3.83,-2.52,-2.63,-3.75,558.0,3.92,174564,2.44,2.09,4,2,13,30,2
2004-1-18-0-32,2004,18,0,32,5.33,0.66,-3.92,-3.39,-2.4,-4.59,558.8,3.86,176517,2.41,2.56,4,2,14,31,2
2004-1-18-0-33,2004,18,0,33,5.37,0.26,-4.31,-3.12,-2.86,-4.49,566.5,3.59,163177,2.3,2.54,4,3,14,31,3
2004-1-18-0-36,2004,18,0,36,5.76,-0.4,-4.37,-3.55,-2.76,-4.91,570.2,3.73,123285,2.43,2.8,5,4,14,32,4
2004-1-18-0-37,2004,18,0,37,5.62,-0.35,-4.62,-3.09,-3.17,-4.57,572.7,3.71,119875,2.43,2.62,5,4,13,33,4
