Timestamp,YEAR,DOY,HR,MN,Field_magnitude_average,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Speed,Proton_Density,Proton_Temperature,Flow_pressure,Electric_field,SYM_D,SYM_H,ASY_D,ASY_H,SYMH_ORIG
2004-11-4-0-32,2004,309,0,32,9.81,5.37,-5.71,5.89,-4.78,6.66,406.3,24.82,45758,8.19,-2.71,1,2,9,12,2
2004-11-4-0-33,2004,309,0,33,9.84,4.57,-6.56,5.68,-5.65,6.58,410.4,24.44,47488,8.23,-2.7,1,2,10,12,2
2004-11-4-0-34,2004,309,0,34,9.79,3.56,-6.72,5.97,-5.77,6.9,411.0,24.32,47351,8.22,-2.84,0,2,9,12,2
2004-11-4-0-35,2004,309,0,35,9.84,6.28,-2.98,6.74,-1.95,7.11,409.9,22.58,41492,7.59,-2.91,0,2,9,12,2
2004-11-4-0-37,2004,309,0,37,9.73,5.82,-3.27,6.8,-2.22,7.21,403.3,24.37,46813,7.93,-2.91,0,2,9,12,2
2004-11-4-0-38,2004,309,0,38,9.72,6.69,-1.7,6.83,-0.66,7.01,400.1,23.3,48925,7.46,-2.8,0,2,9,12,2
2004-11-4-0-39,2004,309,0,39,9.57,6.81,-1.33,6.54,-0.34,6.67,401.8,23.26,54201,7.51,-2.68,0,3,9,13,3
2004-11-4-0-40,2004,309,0,40,9.36,5.54,-3.7,6.24,-2.72,6.72,404.0,24.52,54620,8.0,-2.71,0,3,8,13,3
2004-11-4-0-41,2004,309,0,41,9.07,4.4,-5.94,5.19,-5.09,6.02,408.3,26.81,51220,8.94,-2.46,0,3,8,13,3
2004-11-4-0-42,2004,309,0,42,8.94,4.91,-4.92,5.45,-4.04,6.13,401.5,23.94,47281,7.72,-2.46,0,3,9,13,3
2004-11-4-0-43,2004,309,0,43,8.79,5.7,-2.53,6.11,-1.58,6.42,401.5,23.94,47281,7.72,-2.58,0,4,8,13,4
2004-11-4-0-44,2004,309,0,44,8.42,5.56,-0.69,6.13,0.25,6.16,402.2,20.54,59447,6.65,-2.48,0,4,8,13,4
2004-11-4-0-45,2004,309,0,45,8.14,5.31,2.81,5.24,3.57,4.75,401.8,21.69,68835,7.0,-1.91,0,4,8,13,4
2004-11-4-0-46,2004,309,0,46,8.1,5.27,2.66,5.45,3.46,4.98,401.8,21.71,68978,7.01,-2.0,0,4,8,13,4
2004-11-4-0-47,2004,309,0,47,8.36,5.79,1.1,5.61,1.94,5.38,402.4,20.72,62864,6.71,-2.16,0,4,8,13,4
2004-11-4-0-48,2004,309,0,48,8.25,5.53,2.37,5.62,3.2,5.19,402.4,20.72,62864,6.71,-2.09,0,4,8,14,4
2004-11-4-0-49,2004,309,0,49,8.57,5.65,2.88,5.73,3.73,5.22,402.6,20.96,66702,6.79,-2.1,0,4,8,14,4
2004-11-4-0-50,2004,309,0,50,8.93,5.7,2.64,6.33,3.58,5.85,402.2,20.89,61011,6.76,-2.35,0,3,8,13,3
2004-11-4-0-51,2004,309,0,51,8.99,5.4,2.93,6.48,3.9,5.95,398.6,21.48,48196,6.83,-2.37,0,4,8,14,4
2004-11-4-0-52,2004,309,0,52,9.2,5.61,0.95,6.8,1.99,6.57,401.2,23.91,49507,7.7,-2.64,0,3,9,14,3
2004-11-4-0-53,2004,309,0,53,9.6,6.15,-3.99,6.18,-2.98,6.72,400.6,23.91,44346,7.67,-2.69,0,3,9,14,3
2004-11-4-0-54,2004,309,0,54,9.18,5.22,-4.64,5.9,-3.66,6.55,400.5,24.36,44447,7.81,-2.62,0,3,9,14,3
2004-11-4-0-55,2004,309,0,55,9.14,5.05,-5.49,5.0,-4.64,5.8,402.5,22.64,46269,7.34,-2.33,0,3,9,14,3
2004-11-4-0-56,2004,309,0,56,9.15,5.35,-6.75,3.03,-6.19,4.05,402.9,22.27,47625,7.23,-1.63,0,3,9,13,3
2004-11-4-0-57,2004,309,0,57,9.17,6.15,-5.65,3.71,-5.0,4.55,402.9,22.26,47696,7.23,-1.83,0,3,9,14,3
2004-11-4-0-59,2004,309,0,59,9.22,6.05,-3.61,5.93,-2.63,6.43,400.2,24.21,47445,7.75,-2.57,0,3,10,14,3
2004-11-4-1-0,2004,309,1,0,9.78,5.48,-1.06,7.92,0.21,7.99,402.0,22.31,45615,7.21,-3.21,0,3,10,14,3
2004-11-4-1-1,2004,309,1,1,10.0,5.04,-3.43,7.8,-2.15,8.25,403.8,21.26,44462,6.93,-3.33,0,2,10,15,2
2004-11-4-1-2,2004,309,1,2,9.51,5.24,-0.7,7.72,0.54,7.73,404.7,23.06,42350,7.55,-3.13,0,2,10,15,2
2004-11-4-1-3,2004,309,1,3,9.81,4.52,-0.95,8.49,0.42,8.53,406.3,22.25,37765,7.35,-3.47,0,1,10,15,1
2004-11-4-1-4,2004,309,1,4,9.92,4.55,2.0,7.98,3.25,7.56,407.0,21.51,39209,7.13,-3.08,0,1,10,15,1
2004-11-4-1-5,2004,309,1,5,9.73,4.67,4.03,6.21,4.98,5.48,405.0,19.53,42759,6.41,-2.22,0,0,10,16,0
2004-11-4-1-6,2004,309,1,6,8.44,4.14,3.19,6.16,4.14,5.56,409.4,18.69,53007,6.27,-2.28,0,-1,11,17,-1
2004-11-4-1-7,2004,309,1,7,7.37,4.06,-0.66,6.08,0.33,6.11,405.2,20.33,51949,6.68,-2.48,-1,-1,11,17,-1
2004-11-4-1-8,2004,309,1,8,6.93,1.48,-1.31,6.22,-0.28,6.35,408.0,22.9,56588,7.62,-2.59,0,-1,11,17,-1
2004-11-4-1-9,2004,309,1,9,7.71,3.03,0.02,6.99,1.16,6.89,410.6,21.69,55661,7.31,-2.83,0,0,10,17,0
2004-11-4-1-10,2004,309,1,10,8.32,2.67,-1.74,7.16,-0.55,7.35,411.4,19.94,58892,6.75,-3.02,0,1,9,18,1
2004-11-4-1-11,2004,309,1,11,7.42,1.59,-3.41,4.49,-2.63,4.99,412.4,25.0,56543,8.5,-2.06,0,2,9,19,2
2004-11-4-1-12,2004,309,1,12,7.96,3.62,-0.76,6.52,0.32,6.56,416.7,25.1,56003,8.72,-2.73,0,3,9,19,3
2004-11-4-1-13,2004,309,1,13,8.1,5.62,0.06,5.55,0.97,5.46,410.1,19.31,62356,6.5,-2.24,0,3,9,18,3
2004-11-4-1-15,2004,309,1,15,8.15,4.81,0.2,6.54,1.28,6.42,410.0,21.9,57599,7.36,-2.63,0,4,9,19,4
2004-11-4-1-16,2004,309,1,16,4.75,4.09,1.09,-1.29,0.86,-1.45,410.6,20.79,68968,7.01,0.6,0,4,9,18,4
2004-11-4-1-17,2004,309,1,17,5.0,3.53,2.36,-0.43,2.26,-0.82,409.2,18.84,95272,6.31,0.34,0,3,9,19,3
2004-11-4-1-18,2004,309,1,18,4.86,4.01,1.16,-1.39,0.91,-1.56,412.8,17.47,107907,5.95,0.64,0,3,10,20,3
2004-11-4-1-19,2004,309,1,19,3.39,2.48,1.59,-1.14,1.38,-1.39,413.0,16.4,113087,5.59,0.57,0,2,11,19,2
2004-11-4-1-20,2004,309,1,20,3.87,3.65,0.9,-0.9,0.74,-1.04,409.2,19.94,103818,6.68,0.43,0,1,11,18,1
2004-11-4-1-23,2004,309,1,23,4.6,4.1,1.04,-1.69,0.74,-1.84,411.3,17.1,102172,5.79,0.76,0,0,11,19,0
2004-11-4-1-24,2004,309,1,24,3.88,3.3,0.18,-1.97,-0.16,-1.97,411.3,17.1,102172,5.79,0.81,0,1,10,19,1
2004-11-4-1-25,2004,309,1,25,3.74,2.66,1.8,-1.29,1.55,-1.58,411.3,17.1,102172,5.79,0.65,0,0,10,18,0
2004-11-4-1-26,2004,309,1,26,3.34,1.01,3.01,-0.93,2.81,-1.43,411.9,17.55,106250,5.96,0.59,0,1,9,19,1
2004-11-4-1-27,2004,309,1,27,3.5,1.67,2.37,-1.74,2.04,-2.12,411.9,17.55,106250,5.96,0.87,0,1,9,18,1
2004-11-4-1-30,2004,309,1,30,4.15,3.86,0.82,-1.27,0.59,-1.39,409.4,16.66,106968,5.58,0.57,0,1,12,18,1
2004-11-4-1-31,2004,309,1,31,4.3,4.16,0.75,-0.72,0.61,-0.84,409.4,16.66,106968,5.58,0.34,0,1,11,18,1
2004-11-4-1-33,2004,309,1,33,4.17,4.01,0.42,0.7,0.54,0.62,407.9,19.31,105035,6.43,-0.25,0,1,10,19,1
2004-11-4-1-34,2004,309,1,34,4.15,3.68,-0.29,1.62,-0.0,1.65,407.9,19.31,105035,6.43,-0.67,0,2,9,19,2
2004-11-4-1-35,2004,309,1,35,4.72,3.68,-1.49,2.56,-1.01,2.78,407.2,17.2,107510,5.7,-1.13,0,2,9,20,2
2004-11-4-1-36,2004,309,1,36,4.97,4.09,-1.63,2.28,-1.2,2.53,407.2,17.2,107510,5.7,-1.03,0,1,9,21,1
2004-11-4-1-37,2004,309,1,37,4.73,3.65,-1.78,2.37,-1.33,2.65,408.8,17.52,108563,5.86,-1.08,0,1,10,22,1
2004-11-4-1-38,2004,309,1,38,4.78,2.79,-1.53,3.46,-0.89,3.68,408.8,17.52,108563,5.86,-1.5,-1,1,10,20,1
2004-11-4-1-40,2004,309,1,40,4.03,2.39,-1.85,2.63,-1.35,2.92,409.4,15.72,95509,5.27,-1.2,-1,1,10,21,1
2004-11-4-1-41,2004,309,1,41,3.57,2.42,-1.75,1.89,-1.38,2.17,409.4,15.72,95509,5.27,-0.89,-1,1,9,22,1
2004-11-4-1-43,2004,309,1,43,3.9,2.27,-1.5,2.73,-0.98,2.96,409.1,15.62,112452,5.23,-1.21,-1,1,10,22,1
2004-11-4-1-44,2004,309,1,44,5.3,3.08,-2.72,3.29,-2.08,3.73,409.1,15.62,112452,5.23,-1.53,-1,1,10,22,1
2004-11-4-1-45,2004,309,1,45,6.59,3.67,-4.38,3.15,-3.73,3.9,414.5,12.88,110578,4.43,-1.62,-1,1,10,22,1
2004-11-4-1-46,2004,309,1,46,6.51,3.24,-4.61,3.22,-3.94,4.01,414.5,12.88,110578,4.43,-1.66,-1,-1,10,22,-1
2004-11-4-1-49,2004,309,1,49,6.93,3.77,-4.46,3.69,-3.7,4.45,418.7,13.19,101557,4.62,-1.86,0,-3,9,22,-3
2004-11-4-1-50,2004,309,1,50,7.17,3.33,-4.94,3.96,-4.12,4.81,418.7,13.19,101557,4.62,-2.01,0,-3,9,22,-3
2004-11-4-1-52,2004,309,1,52,6.85,4.02,-4.19,3.59,-3.45,4.31,421.5,12.67,111578,4.5,-1.82,-1,-4,10,22,-4
2004-11-4-1-53,2004,309,1,53,7.01,3.93,-4.44,3.69,-3.67,4.46,421.1,12.74,108801,4.52,-1.88,-1,-4,10,21,-4
2004-11-4-1-54,2004,309,1,54,7.18,4.17,-4.08,4.11,-3.24,4.8,421.0,12.76,108203,4.52,-2.02,-1,-4,10,23,-4
2004-11-4-1-56,2004,309,1,56,7.0,3.56,-3.63,4.76,-2.66,5.36,421.0,13.37,116878,4.74,-2.26,-1,-5,9,23,-5
2004-11-4-1-57,2004,309,1,57,6.5,0.42,-5.34,0.92,-5.07,1.92,414.8,18.0,91196,6.19,-0.8,-1,-4,9,22,-4
2004-11-4-1-58,2004,309,1,58,5.6,-1.08,-3.79,-3.23,-4.34,-2.45,415.4,13.91,108322,4.8,1.02,-1,-3,9,23,-3
2004-11-4-1-59,2004,309,1,59,4.55,2.95,-2.24,-0.28,-2.25,0.15,410.4,13.28,132358,4.47,-0.06,-1,-3,9,23,-3
2004-11-4-2-0,2004,309,2,0,4.85,2.77,-3.13,1.89,-2.71,2.45,408.5,14.17,128585,4.73,-1.0,-1,-3,10,21,-3
2004-11-4-2-1,2004,309,2,1,5.5,2.13,-4.77,1.34,-4.42,2.23,418.5,12.91,129049,4.52,-0.93,-1,-3,10,21,-3
2004-11-4-2-2,2004,309,2,2,5.81,2.6,-4.86,1.71,-4.44,2.62,418.7,12.48,139396,4.38,-1.1,-1,-3,10,23,-3
2004-11-4-2-3,2004,309,2,3,5.64,1.48,-5.1,1.2,-4.77,2.16,423.1,11.3,140781,4.05,-0.91,-1,-3,10,23,-3
2004-11-4-2-5,2004,309,2,5,4.45,-0.24,-4.23,0.01,-4.15,0.83,415.9,11.95,143058,4.13,-0.35,-1,-4,10,22,-4
2004-11-4-2-6,2004,309,2,6,5.18,0.06,-5.02,0.73,-4.78,1.7,418.9,11.54,145075,4.05,-0.71,-1,-4,10,22,-4
2004-11-4-2-7,2004,309,2,7,7.26,0.47,-7.17,-0.98,-7.22,0.44,419.0,11.06,160855,3.88,-0.18,-1,-4,10,21,-4
2004-11-4-2-8,2004,309,2,8,7.11,0.21,-7.02,-1.04,-7.09,0.36,420.3,8.91,148477,3.15,-0.15,-1,-5,10,22,-5
2004-11-4-2-9,2004,309,2,9,6.89,0.21,-6.74,-1.36,-6.88,-0.0,420.4,9.3,141252,3.29,0.0,-2,-5,9,23,-5
2004-11-4-2-10,2004,309,2,10,6.99,0.98,-6.9,-0.26,-6.81,1.11,420.5,9.21,148015,3.26,-0.47,-2,-6,9,23,-6
2004-11-4-2-11,2004,309,2,11,7.09,1.0,-6.97,-0.5,-6.93,0.89,421.2,8.43,153352,2.99,-0.37,-2,-6,9,24,-6
2004-11-4-2-12,2004,309,2,12,7.97,2.03,-7.5,1.63,-7.02,3.09,419.3,8.72,143059,3.07,-1.3,-2,-6,9,24,-6
2004-11-4-2-13,2004,309,2,13,7.6,1.93,-6.79,2.62,-6.13,3.93,419.7,10.25,121735,3.61,-1.65,-2,-6,8,24,-6
2004-11-4-2-14,2004,309,2,14,7.46,1.69,-7.01,1.84,-6.5,3.21,418.8,10.26,122556,3.6,-1.34,-1,-7,8,24,-7
2004-11-4-2-15,2004,309,2,15,8.64,1.92,-8.15,2.08,-7.56,3.68,419.5,7.49,140301,2.64,-1.54,-1,-8,9,24,-8
2004-11-4-2-16,2004,309,2,16,8.1,1.62,-7.69,1.9,-7.15,3.41,419.3,8.96,131333,3.15,-1.43,-2,-8,9,24,-8
2004-11-4-2-17,2004,309,2,17,7.61,1.22,-7.35,1.54,-6.89,3.0,417.5,9.75,128173,3.4,-1.25,-2,-8,9,23,-8
2004-11-4-2-18,2004,309,2,18,7.4,1.0,-7.25,0.88,-6.92,2.34,417.1,9.93,123769,3.46,-0.98,-2,-7,8,24,-7
2004-11-4-2-19,2004,309,2,19,6.88,0.78,-6.83,-0.27,-6.74,1.13,417.3,10.59,119369,3.69,-0.47,-2,-7,9,24,-7
2004-11-4-2-20,2004,309,2,20,7.47,0.91,-7.27,0.74,-6.96,2.21,417.6,9.82,134036,3.43,-0.92,-2,-7,9,24,-7
2004-11-4-2-21,2004,309,2,21,7.33,0.89,-7.22,-0.03,-7.07,1.45,417.7,9.24,134305,3.22,-0.61,-2,-7,8,25,-7
2004-11-4-2-22,2004,309,2,22,7.61,0.75,-7.53,0.3,-7.31,1.85,417.8,9.18,132784,3.2,-0.77,-2,-6,8,24,-6
2004-11-4-2-23,2004,309,2,23,6.29,0.28,-5.97,-1.89,-6.23,-0.61,421.4,10.02,135412,3.56,0.26,-2,-6,9,25,-6
2004-11-4-2-24,2004,309,2,24,6.37,-0.06,-6.03,-1.92,-6.3,-0.63,421.3,9.53,143782,3.38,0.27,-2,-6,8,24,-6
2004-11-4-2-25,2004,309,2,25,6.01,1.06,-5.56,-0.27,-5.49,0.89,424.2,9.21,159792,3.31,-0.38,-2,-6,9,24,-6
2004-11-4-2-26,2004,309,2,26,5.84,0.38,-5.24,-1.11,-5.36,0.01,429.0,9.7,166661,3.57,-0.0,-2,-5,9,24,-5
2004-11-4-2-27,2004,309,2,27,6.16,0.92,-5.76,-1.65,-5.98,-0.41,427.7,9.02,169692,3.3,0.18,-2,-4,8,24,-4
2004-11-4-2-28,2004,309,2,28,6.96,0.79,-6.24,-2.85,-6.7,-1.47,428.5,8.82,164752,3.24,0.63,-2,-4,8,25,-4
2004-11-4-2-29,2004,309,2,29,6.88,0.57,-6.66,-1.59,-6.85,-0.15,429.6,8.52,157180,3.14,0.06,-2,-4,8,25,-4
2004-11-4-2-30,2004,309,2,30,6.7,0.55,-6.64,-0.44,-6.58,0.98,429.1,8.92,161543,3.28,-0.42,-2,-4,9,24,-4
2004-11-4-2-31,2004,309,2,31,6.91,0.26,-6.49,-1.58,-6.68,-0.17,429.1,8.92,161543,3.28,0.07,-1,-4,8,24,-4
2004-11-4-2-32,2004,309,2,32,6.79,-0.13,-6.31,-2.5,-6.7,-1.1,428.7,8.18,161096,3.01,0.47,-1,-4,8,24,-4
2004-11-4-2-33,2004,309,2,33,6.97,0.39,-6.45,-2.58,-6.85,-1.14,428.7,8.18,161096,3.01,0.49,-2,-4,9,25,-4
2004-11-4-2-34,2004,309,2,34,7.33,1.22,-7.03,-1.59,-7.21,-0.05,430.0,8.22,156440,3.04,0.02,-2,-4,9,23,-4
2004-11-4-2-35,2004,309,2,35,7.15,1.12,-6.94,-0.51,-6.89,1.0,430.1,8.24,157308,3.05,-0.43,-2,-4,9,23,-4
2004-11-4-2-36,2004,309,2,36,6.8,-0.04,-6.76,0.28,-6.54,1.73,430.1,8.25,157498,3.05,-0.74,-2,-4,9,23,-4
2004-11-4-2-37,2004,309,2,37,7.06,1.5,-6.66,-1.29,-6.78,0.18,431.9,8.67,149453,3.23,-0.08,-2,-4,8,23,-4
2004-11-4-2-38,2004,309,2,38,6.97,1.21,-6.68,-1.33,-6.81,0.15,432.0,8.71,149901,3.25,-0.06,-2,-4,8,24,-4
2004-11-4-2-39,2004,309,2,39,7.17,1.24,-6.5,-2.72,-6.94,-1.24,433.5,8.68,150698,3.26,0.54,-2,-4,8,23,-4
2004-11-4-2-40,2004,309,2,40,7.23,1.47,-6.45,-2.88,-6.92,-1.4,432.2,8.31,153787,3.1,0.61,-2,-4,8,25,-4
2004-11-4-2-41,2004,309,2,41,6.88,1.45,-6.29,-1.48,-6.46,-0.06,430.7,8.6,157695,3.19,0.03,-2,-4,8,25,-4
2004-11-4-2-42,2004,309,2,42,6.94,2.44,-6.39,1.03,-6.01,2.41,437.4,8.19,161354,3.13,-1.05,-2,-4,10,24,-4
2004-11-4-2-45,2004,309,2,45,6.65,-1.36,-4.93,-4.12,-5.72,-2.92,424.5,7.68,167878,2.77,1.24,-2,-4,11,24,-4
2004-11-4-2-46,2004,309,2,46,6.27,-1.28,-3.68,-4.77,-4.65,-3.83,426.0,8.4,176554,3.05,1.63,-2,-4,10,25,-4
2004-11-4-2-47,2004,309,2,47,6.8,0.18,-4.75,-3.25,-5.36,-2.1,430.7,8.69,157447,3.22,0.9,-2,-4,10,25,-4
2004-11-4-2-48,2004,309,2,48,6.72,0.02,-4.77,-3.91,-5.53,-2.74,430.7,8.75,156115,3.25,1.18,-2,-4,10,24,-4
2004-11-4-2-49,2004,309,2,49,6.58,-0.24,-2.8,-5.38,-3.94,-4.61,427.9,8.68,150885,3.18,1.97,-2,-4,10,24,-4
2004-11-4-2-50,2004,309,2,50,6.75,-0.16,-3.58,-5.58,-4.75,-4.63,431.6,8.93,151722,3.33,2.0,-2,-3,10,23,-3
2004-11-4-2-51,2004,309,2,51,6.67,-0.13,-4.41,-4.77,-5.38,-3.65,430.5,8.73,154017,3.24,1.57,-2,-3,11,25,-3
2004-11-4-2-52,2004,309,2,52,6.42,-0.01,-3.21,-5.14,-4.3,-4.27,429.5,9.25,166031,3.41,1.83,-2,-3,10,25,-3
2004-11-4-2-53,2004,309,2,53,5.95,0.22,-2.16,-5.51,-3.36,-4.87,430.9,8.78,157844,3.26,2.1,-2,-3,10,25,-3
2004-11-4-2-54,2004,309,2,54,5.82,0.18,-1.75,-5.54,-2.97,-4.99,433.0,8.75,167949,3.28,2.16,-2,-3,10,24,-3
2004-11-4-2-55,2004,309,2,55,6.56,0.91,-3.05,-5.72,-4.28,-4.87,432.9,8.74,167233,3.28,2.11,-2,-3,9,25,-3
2004-11-4-2-56,2004,309,2,56,6.21,0.5,-2.48,-5.46,-3.67,-4.74,430.5,8.56,152669,3.17,2.04,-2,-4,9,25,-4
2004-11-4-2-57,2004,309,2,57,7.0,-1.0,-1.85,-6.6,-3.33,-5.99,427.9,9.1,160355,3.33,2.56,-2,-3,10,24,-3
2004-11-4-2-58,2004,309,2,58,7.13,-0.32,-1.56,-6.87,-3.11,-6.32,427.9,9.1,160355,3.33,2.7,-2,-4,10,24,-4
2004-11-4-2-59,2004,309,2,59,7.22,-0.53,-0.83,-7.04,-2.45,-6.65,430.5,8.73,140579,3.24,2.86,-2,-4,10,25,-4
2004-11-4-3-0,2004,309,3,0,7.29,-0.78,-2.57,-6.61,-4.04,-5.83,431.9,8.57,152370,3.2,2.52,-2,-4,11,24,-4
2004-11-4-3-1,2004,309,3,1,7.46,-1.68,-1.87,-6.89,-3.43,-6.26,429.8,7.64,146088,2.82,2.69,-2,-4,12,24,-4
2004-11-4-3-2,2004,309,3,2,7.57,-0.9,0.49,-7.48,-1.28,-7.39,429.8,7.64,146088,2.82,3.18,-2,-4,12,24,-4
2004-11-4-3-3,2004,309,3,3,7.62,-1.32,-0.77,-7.38,-2.49,-6.99,428.8,7.83,137985,2.88,3.0,-2,-4,12,25,-4
2004-11-4-3-4,2004,309,3,4,7.12,0.52,0.55,-6.94,-1.11,-6.87,432.9,8.07,156684,3.02,2.97,-2,-5,12,23,-5
2004-11-4-3-5,2004,309,3,5,7.36,-0.18,0.73,-7.23,-1.01,-7.2,433.9,8.13,161273,3.06,3.12,-2,-5,13,23,-5
2004-11-4-3-8,2004,309,3,8,7.38,-0.33,0.71,-7.27,-1.05,-7.23,431.9,8.11,165687,3.03,3.12,-2,-5,13,24,-5
2004-11-4-3-9,2004,309,3,9,7.71,-1.03,1.5,-7.45,-0.34,-7.59,429.9,7.92,155930,2.93,3.26,-2,-6,14,24,-6
2004-11-4-3-10,2004,309,3,10,7.44,-0.46,1.3,-7.3,-0.5,-7.4,427.6,7.72,145009,2.82,3.16,-2,-6,13,24,-6
2004-11-4-3-14,2004,309,3,14,7.55,-0.23,0.25,-7.53,-1.6,-7.36,432.4,8.23,154142,3.08,3.18,-2,-5,14,23,-5
2004-11-4-3-15,2004,309,3,15,7.83,-0.26,0.44,-7.81,-1.49,-7.68,430.2,8.1,146684,3.0,3.3,-2,-5,14,22,-5
2004-11-4-3-16,2004,309,3,16,8.19,-1.8,3.13,-7.19,1.27,-7.74,432.1,7.92,145463,2.96,3.34,-2,-5,13,23,-5
2004-11-4-3-17,2004,309,3,17,8.09,-1.14,0.87,-7.77,-1.07,-7.74,432.1,7.92,145490,2.96,3.34,-2,-5,13,23,-5
2004-11-4-3-18,2004,309,3,18,8.42,-1.97,2.13,-7.9,0.11,-8.18,431.5,7.92,146545,2.95,3.53,-2,-5,13,23,-5
2004-11-4-3-19,2004,309,3,19,8.31,-3.05,3.74,-6.76,1.95,-7.48,431.8,7.92,145425,2.95,3.23,-1,-5,13,23,-5
2004-11-4-3-20,2004,309,3,20,8.07,-2.25,2.86,-6.88,1.06,-7.38,430.1,8.23,142586,3.04,3.17,-2,-5,12,22,-5
